"","sample","cell_type","composition","integrate"
"1184","MOCC-000I-B","Myocytes",0.00799053095632006,"Y"
"1185","MOCC-000I-B","naive B-cells",0.0114957056685002,"Y"
"1186","MOCC-000I-B","Neurons",0.00189774429973548,"Y"
"1187","MOCC-000I-B","Neutrophils",0,"Y"
"1188","MOCC-000I-B","NK cells",0.00722964382042871,"Y"
"1189","MOCC-000I-B","NKT",0.010384479075141,"Y"
"1190","MOCC-000I-B","Osteoblast",0.0163254677635591,"Y"
"1191","MOCC-000I-B","pDC",0.0735785407208964,"Y"
"1192","MOCC-000I-B","Pericytes",0.253333650963358,"Y"
"1193","MOCC-000I-B","Plasma cells",0.0440177039885364,"Y"
"1194","MOCC-000I-B","Platelets",0,"Y"
"1195","MOCC-000I-B","Preadipocytes",0.0263760643464716,"Y"
"1196","MOCC-000I-B","pro B-cells",0.0229005520916671,"Y"
"1197","MOCC-000I-B","Sebocytes",0.21483580671879,"Y"
"1198","MOCC-000I-B","Skeletal muscle",0,"Y"
"1199","MOCC-000I-B","Smooth muscle",0.116813130411641,"Y"
"1200","MOCC-000I-B","Tgd cells",0.00516346812994794,"Y"
"1201","MOCC-000I-B","Th1 cells",0.0447709781836729,"Y"
"1202","MOCC-000I-B","Th2 cells",0.264167580505504,"Y"
"1203","MOCC-000I-B","Tregs",0.0146553059850127,"Y"
"1204","MOCC-000I-B","ImmuneScore",0.277455479726398,"Y"
"1205","MOCC-000I-B","StromaScore",0.120303526767601,"Y"
"1206","MOCC-000I-B","MicroenvironmentScore",0.397759006493999,"Y"
"1207","MOCC-000J-B","aDC",0.36241518857588,"Y"
"1208","MOCC-000J-B","Adipocytes",0.00107930270992028,"Y"
"1209","MOCC-000J-B","Astrocytes",0.13638256886255,"Y"
"1210","MOCC-000J-B","B-cells",0.0562694663731277,"Y"
"1211","MOCC-000J-B","Basophils",0,"Y"
"1212","MOCC-000J-B","CD4+ memory T-cells",0.0263040746544839,"Y"
"1213","MOCC-000J-B","CD4+ naive T-cells",0,"Y"
"1214","MOCC-000J-B","CD4+ T-cells",2.10186906890902e-18,"Y"
"1215","MOCC-000J-B","CD4+ Tcm",0,"Y"
"1216","MOCC-000J-B","CD4+ Tem",0.0018118558299371,"Y"
"1217","MOCC-000J-B","CD8+ naive T-cells",0.00665024196252711,"Y"
"1218","MOCC-000J-B","CD8+ T-cells",0.0608735481320393,"Y"
"1219","MOCC-000J-B","CD8+ Tcm",0.100447976905021,"Y"
"1220","MOCC-000J-B","CD8+ Tem",0.0035751006622492,"Y"
"1221","MOCC-000J-B","cDC",0.225688625930546,"Y"
"1222","MOCC-000J-B","Chondrocytes",0.0626224793250316,"Y"
"1223","MOCC-000J-B","Class-switched memory B-cells",0.0337051186036873,"Y"
"1224","MOCC-000J-B","CLP",0.0308135458106527,"Y"
"1225","MOCC-000J-B","CMP",0.00126148588098986,"Y"
"1226","MOCC-000J-B","DC",0.0703395655248066,"Y"
"1227","MOCC-000J-B","Endothelial cells",0.0201428933586637,"Y"
"1228","MOCC-000J-B","Eosinophils",1.0834687337529e-18,"Y"
"1229","MOCC-000J-B","Epithelial cells",0.566853949736113,"Y"
"1230","MOCC-000J-B","Erythrocytes",0.000968160596792357,"Y"
"1231","MOCC-000J-B","Fibroblasts",0.173204190819363,"Y"
"1232","MOCC-000J-B","GMP",0.0221590181216218,"Y"
"1233","MOCC-000J-B","Hepatocytes",0,"Y"
"1234","MOCC-000J-B","HSC",0.186605692760174,"Y"
"1235","MOCC-000J-B","iDC",0.339633339932564,"Y"
"1236","MOCC-000J-B","Keratinocytes",0.317510901600167,"Y"
"1237","MOCC-000J-B","ly Endothelial cells",0.00784263816767391,"Y"
"1238","MOCC-000J-B","Macrophages",0.0374932818046739,"Y"
"1239","MOCC-000J-B","Macrophages M1",0.0267579360536105,"Y"
"1240","MOCC-000J-B","Macrophages M2",0,"Y"
"1241","MOCC-000J-B","Mast cells",0,"Y"
"1242","MOCC-000J-B","Megakaryocytes",0.00233350816441636,"Y"
"1243","MOCC-000J-B","Melanocytes",7.32453920473377e-20,"Y"
"1244","MOCC-000J-B","Memory B-cells",0.0165997640487587,"Y"
"1245","MOCC-000J-B","MEP",0.0474474378218373,"Y"
"1246","MOCC-000J-B","Mesangial cells",0.0380023709946421,"Y"
"1247","MOCC-000J-B","Monocytes",0.0280926709343364,"Y"
"1248","MOCC-000J-B","MPP",0,"Y"
"1249","MOCC-000J-B","MSC",4.48775537111179e-19,"Y"
"1250","MOCC-000J-B","mv Endothelial cells",0.0102422900985944,"Y"
"1251","MOCC-000J-B","Myocytes",0.00648191399715186,"Y"
"1252","MOCC-000J-B","naive B-cells",0,"Y"
"1253","MOCC-000J-B","Neurons",0.00219295634006652,"Y"
"1254","MOCC-000J-B","Neutrophils",0,"Y"
"1255","MOCC-000J-B","NK cells",0,"Y"
"1256","MOCC-000J-B","NKT",0.00499795394935495,"Y"
"1257","MOCC-000J-B","Osteoblast",0.0402384608825886,"Y"
"1258","MOCC-000J-B","pDC",0.00965623983135472,"Y"
"1259","MOCC-000J-B","Pericytes",0.107094526462295,"Y"
"1260","MOCC-000J-B","Plasma cells",0.0449400544897584,"Y"
"1261","MOCC-000J-B","Platelets",0,"Y"
"1262","MOCC-000J-B","Preadipocytes",2.61448336781377e-20,"Y"
"1263","MOCC-000J-B","pro B-cells",0,"Y"
"1264","MOCC-000J-B","Sebocytes",0.335428407016993,"Y"
"1265","MOCC-000J-B","Skeletal muscle",1.90661071273382e-18,"Y"
"1266","MOCC-000J-B","Smooth muscle",0.282752963078244,"Y"
"1267","MOCC-000J-B","Tgd cells",3.08283495940813e-18,"Y"
"1268","MOCC-000J-B","Th1 cells",1.09817125672603e-18,"Y"
"1269","MOCC-000J-B","Th2 cells",0.358700020840005,"Y"
"1270","MOCC-000J-B","Tregs",1.81957291900833e-18,"Y"
"1271","MOCC-000J-B","ImmuneScore",0.168712355179323,"Y"
"1272","MOCC-000J-B","StromaScore",0.0972131934439735,"Y"
"1273","MOCC-000J-B","MicroenvironmentScore",0.265925548623296,"Y"
"1274","MOCC-000K-B","aDC",0.270384887331258,"Y"
"1275","MOCC-000K-B","Adipocytes",0,"Y"
"1276","MOCC-000K-B","Astrocytes",0.125393155456763,"Y"
"1277","MOCC-000K-B","B-cells",0.0302757999221082,"Y"
"1278","MOCC-000K-B","Basophils",0.0353221969053595,"Y"
"1279","MOCC-000K-B","CD4+ memory T-cells",0.00478629503645164,"Y"
"1280","MOCC-000K-B","CD4+ naive T-cells",0.015188552911728,"Y"
"1281","MOCC-000K-B","CD4+ T-cells",3.75361604065632e-19,"Y"
"1282","MOCC-000K-B","CD4+ Tcm",0,"Y"
"1283","MOCC-000K-B","CD4+ Tem",0.0241842446897659,"Y"
"1284","MOCC-000K-B","CD8+ naive T-cells",0,"Y"
"1285","MOCC-000K-B","CD8+ T-cells",0.0331931185208253,"Y"
"1286","MOCC-000K-B","CD8+ Tcm",0.0642774587847237,"Y"
"1287","MOCC-000K-B","CD8+ Tem",0.0163486258872162,"Y"
"1288","MOCC-000K-B","cDC",0.0204159268722466,"Y"
"1289","MOCC-000K-B","Chondrocytes",0.0790542207768717,"Y"
"1290","MOCC-000K-B","Class-switched memory B-cells",0.0243806903178481,"Y"
"1291","MOCC-000K-B","CLP",0.0128211769162354,"Y"
"1292","MOCC-000K-B","CMP",0.00163936156362435,"Y"
"1293","MOCC-000K-B","DC",0.0300950188965013,"Y"
"1294","MOCC-000K-B","Endothelial cells",0.0704687901790668,"Y"
"1295","MOCC-000K-B","Eosinophils",6.95608032157706e-19,"Y"
"1296","MOCC-000K-B","Epithelial cells",0.595127541893847,"Y"
"1297","MOCC-000K-B","Erythrocytes",0.000738172404605834,"Y"
"1298","MOCC-000K-B","Fibroblasts",0.183032579194914,"Y"
"1299","MOCC-000K-B","GMP",0.0235974879176115,"Y"
"1300","MOCC-000K-B","Hepatocytes",0.000563487215556115,"Y"
"1301","MOCC-000K-B","HSC",0.221514890792384,"Y"
"1302","MOCC-000K-B","iDC",0.215360138117102,"Y"
"1303","MOCC-000K-B","Keratinocytes",0.30378044317194,"Y"
"1304","MOCC-000K-B","ly Endothelial cells",0.0231194703944147,"Y"
"1305","MOCC-000K-B","Macrophages",0.0194687656550977,"Y"
"1306","MOCC-000K-B","Macrophages M1",0.0206694475628639,"Y"
"1307","MOCC-000K-B","Macrophages M2",2.64782009238879e-19,"Y"
"1308","MOCC-000K-B","Mast cells",0.000158265200425682,"Y"
"1309","MOCC-000K-B","Megakaryocytes",0.00363932619075362,"Y"
"1310","MOCC-000K-B","Melanocytes",0.00418517055066829,"Y"
"1311","MOCC-000K-B","Memory B-cells",0,"Y"
"1312","MOCC-000K-B","MEP",0.0480018919164135,"Y"
"1313","MOCC-000K-B","Mesangial cells",0.0865440445853152,"Y"
"1314","MOCC-000K-B","Monocytes",0.00193088070288087,"Y"
"1315","MOCC-000K-B","MPP",0,"Y"
"1316","MOCC-000K-B","MSC",0.0295268664263535,"Y"
"1317","MOCC-000K-B","mv Endothelial cells",0.0487702187175739,"Y"
"1318","MOCC-000K-B","Myocytes",8.69726144781284e-19,"Y"
"1319","MOCC-000K-B","naive B-cells",0.000524260783618234,"Y"
"1320","MOCC-000K-B","Neurons",0.000494668591027619,"Y"
"1321","MOCC-000K-B","Neutrophils",0,"Y"
"1322","MOCC-000K-B","NK cells",1.43888526506287e-20,"Y"
"1323","MOCC-000K-B","NKT",0.0629797731541538,"Y"
"1324","MOCC-000K-B","Osteoblast",0.0149365910156303,"Y"
"1325","MOCC-000K-B","pDC",0.0358409372668626,"Y"
"1326","MOCC-000K-B","Pericytes",0.309638837503827,"Y"
"1327","MOCC-000K-B","Plasma cells",0.0135088351669025,"Y"
"1328","MOCC-000K-B","Platelets",0,"Y"
"1329","MOCC-000K-B","Preadipocytes",0.0269736887817807,"Y"
"1330","MOCC-000K-B","pro B-cells",0,"Y"
"1331","MOCC-000K-B","Sebocytes",0.20683442429057,"Y"
"1332","MOCC-000K-B","Skeletal muscle",7.32601633693712e-20,"Y"
"1333","MOCC-000K-B","Smooth muscle",0.0768185235769164,"Y"
"1334","MOCC-000K-B","Tgd cells",0.0154990699915104,"Y"
"1335","MOCC-000K-B","Th1 cells",0.0478457986674937,"Y"
"1336","MOCC-000K-B","Th2 cells",0.172690365899314,"Y"
"1337","MOCC-000K-B","Tregs",0.0127450627678825,"Y"
"1338","MOCC-000K-B","ImmuneScore",0.0767478992652261,"Y"
"1339","MOCC-000K-B","StromaScore",0.12675068468699,"Y"
"1340","MOCC-000K-B","MicroenvironmentScore",0.203498583952217,"Y"
"1341","MOCC-000L-B","aDC",0.0665950384739957,"Y"
"1342","MOCC-000L-B","Adipocytes",0,"Y"
"1343","MOCC-000L-B","Astrocytes",0,"Y"
"1344","MOCC-000L-B","B-cells",0.0151605722859949,"Y"
"1345","MOCC-000L-B","Basophils",0.106824956508625,"Y"
"1346","MOCC-000L-B","CD4+ memory T-cells",0,"Y"
"1347","MOCC-000L-B","CD4+ naive T-cells",1.59238300937985e-18,"Y"
"1348","MOCC-000L-B","CD4+ T-cells",3.55438403216904e-18,"Y"
"1349","MOCC-000L-B","CD4+ Tcm",1.12804793297798e-18,"Y"
"1350","MOCC-000L-B","CD4+ Tem",6.93922885082541e-18,"Y"
"1351","MOCC-000L-B","CD8+ naive T-cells",4.16039566419209e-19,"Y"
"1352","MOCC-000L-B","CD8+ T-cells",0,"Y"
"1353","MOCC-000L-B","CD8+ Tcm",0.00174806986964634,"Y"
"1354","MOCC-000L-B","CD8+ Tem",4.43537418314068e-18,"Y"
"1355","MOCC-000L-B","cDC",0,"Y"
"1356","MOCC-000L-B","Chondrocytes",0,"Y"
"1357","MOCC-000L-B","Class-switched memory B-cells",0.0107256883567712,"Y"
"1358","MOCC-000L-B","CLP",0.0210684670460227,"Y"
"1359","MOCC-000L-B","CMP",3.78906781538382e-18,"Y"
"1360","MOCC-000L-B","DC",2.09474599723143e-20,"Y"
"1361","MOCC-000L-B","Endothelial cells",0,"Y"
"1362","MOCC-000L-B","Eosinophils",4.16772006072374e-19,"Y"
"1363","MOCC-000L-B","Epithelial cells",0.70668181689671,"Y"
"1364","MOCC-000L-B","Erythrocytes",1.27797269728183e-18,"Y"
"1365","MOCC-000L-B","Fibroblasts",0,"Y"
"1366","MOCC-000L-B","GMP",0,"Y"
"1367","MOCC-000L-B","Hepatocytes",9.63642524056339e-20,"Y"
"1368","MOCC-000L-B","HSC",1.37742642330134e-19,"Y"
"1369","MOCC-000L-B","iDC",0,"Y"
"1370","MOCC-000L-B","Keratinocytes",0.382824622090751,"Y"
"1371","MOCC-000L-B","ly Endothelial cells",0,"Y"
"1372","MOCC-000L-B","Macrophages",0.0198309302392143,"Y"
"1373","MOCC-000L-B","Macrophages M1",0.0229699127430278,"Y"
"1374","MOCC-000L-B","Macrophages M2",0.00263233321489143,"Y"
"1375","MOCC-000L-B","Mast cells",0.00245334590503593,"Y"
"1376","MOCC-000L-B","Megakaryocytes",0,"Y"
"1377","MOCC-000L-B","Melanocytes",0,"Y"
"1378","MOCC-000L-B","Memory B-cells",7.36557441152438e-18,"Y"
"1379","MOCC-000L-B","MEP",0.0227319066533949,"Y"
"1380","MOCC-000L-B","Mesangial cells",0.0261354217775429,"Y"
"1381","MOCC-000L-B","Monocytes",2.95904262923841e-19,"Y"
"1382","MOCC-000L-B","MPP",0,"Y"
"1383","MOCC-000L-B","MSC",1.67033258275367e-17,"Y"
"1384","MOCC-000L-B","mv Endothelial cells",3.90339603234583e-19,"Y"
"1385","MOCC-000L-B","Myocytes",0.00171971636330958,"Y"
"1386","MOCC-000L-B","naive B-cells",0.00205420664170241,"Y"
"1387","MOCC-000L-B","Neurons",0,"Y"
"1388","MOCC-000L-B","Neutrophils",2.10901210396603e-22,"Y"
"1389","MOCC-000L-B","NK cells",0,"Y"
"1390","MOCC-000L-B","NKT",0.0110106367703034,"Y"
"1391","MOCC-000L-B","Osteoblast",0.0478131781405848,"Y"
"1392","MOCC-000L-B","pDC",0.00582258389672797,"Y"
"1393","MOCC-000L-B","Pericytes",0.106118429086653,"Y"
"1394","MOCC-000L-B","Plasma cells",0.0139116825269295,"Y"
"1395","MOCC-000L-B","Platelets",2.14955054404003e-18,"Y"
"1396","MOCC-000L-B","Preadipocytes",0,"Y"
"1397","MOCC-000L-B","pro B-cells",0.0174443380829143,"Y"
"1398","MOCC-000L-B","Sebocytes",0.27906130497318,"Y"
"1399","MOCC-000L-B","Skeletal muscle",4.06192279291385e-18,"Y"
"1400","MOCC-000L-B","Smooth muscle",0.0761068620726106,"Y"
"1401","MOCC-000L-B","Tgd cells",0.0216054133286438,"Y"
"1402","MOCC-000L-B","Th1 cells",0.102776391609129,"Y"
"1403","MOCC-000L-B","Th2 cells",0.183222449122024,"Y"
"1404","MOCC-000L-B","Tregs",4.03216639016269e-19,"Y"
"1405","MOCC-000L-B","ImmuneScore",0.0249632322868301,"Y"
"1406","MOCC-000L-B","StromaScore",0,"Y"
"1407","MOCC-000L-B","MicroenvironmentScore",0.0249632322868301,"Y"
"1408","MOCC-000M-B","aDC",0.245046993655486,"Y"
"1409","MOCC-000M-B","Adipocytes",0.00566873043557465,"Y"
"1410","MOCC-000M-B","Astrocytes",0.00870760946903854,"Y"
"1411","MOCC-000M-B","B-cells",0.103912543105242,"Y"
"1412","MOCC-000M-B","Basophils",0.0378943244740986,"Y"
"1413","MOCC-000M-B","CD4+ memory T-cells",0.0210160048925725,"Y"
"1414","MOCC-000M-B","CD4+ naive T-cells",0,"Y"
"1415","MOCC-000M-B","CD4+ T-cells",1.1934561813564e-19,"Y"
"1416","MOCC-000M-B","CD4+ Tcm",0,"Y"
"1417","MOCC-000M-B","CD4+ Tem",0.050178532879214,"Y"
"1418","MOCC-000M-B","CD8+ naive T-cells",0.0148980054430873,"Y"
"1419","MOCC-000M-B","CD8+ T-cells",0.05887227174456,"Y"
"1420","MOCC-000M-B","CD8+ Tcm",0.137530427307213,"Y"
"1421","MOCC-000M-B","CD8+ Tem",0.0137808070100792,"Y"
"1422","MOCC-000M-B","cDC",0.0215165507968484,"Y"
"1423","MOCC-000M-B","Chondrocytes",0.0419742467637756,"Y"
"1424","MOCC-000M-B","Class-switched memory B-cells",0.0265350812478565,"Y"
"1425","MOCC-000M-B","CLP",0.0403067941252078,"Y"
"1426","MOCC-000M-B","CMP",1.37883375423024e-19,"Y"
"1427","MOCC-000M-B","DC",0.0103185426508556,"Y"
"1428","MOCC-000M-B","Endothelial cells",0,"Y"
"1429","MOCC-000M-B","Eosinophils",0,"Y"
"1430","MOCC-000M-B","Epithelial cells",0.528756526658893,"Y"
"1431","MOCC-000M-B","Erythrocytes",4.59290177593782e-20,"Y"
"1432","MOCC-000M-B","Fibroblasts",0.0793284267633715,"Y"
"1433","MOCC-000M-B","GMP",2.74064280922742e-18,"Y"
"1434","MOCC-000M-B","Hepatocytes",0,"Y"
"1435","MOCC-000M-B","HSC",0.117638982745655,"Y"
"1436","MOCC-000M-B","iDC",0.020336425825237,"Y"
"1437","MOCC-000M-B","Keratinocytes",0.299349840938272,"Y"
"1438","MOCC-000M-B","ly Endothelial cells",2.29375999100625e-20,"Y"
"1439","MOCC-000M-B","Macrophages",0.0581446526989169,"Y"
"1440","MOCC-000M-B","Macrophages M1",0.0481454343385218,"Y"
"1441","MOCC-000M-B","Macrophages M2",0.00364506822671545,"Y"
"1442","MOCC-000M-B","Mast cells",0.00172609793533115,"Y"
"1443","MOCC-000M-B","Megakaryocytes",0,"Y"
"1444","MOCC-000M-B","Melanocytes",0.00208638307381589,"Y"
"1445","MOCC-000M-B","Memory B-cells",0.0300184386454846,"Y"
"1446","MOCC-000M-B","MEP",0.0648912979213629,"Y"
"1447","MOCC-000M-B","Mesangial cells",0.0320551893109603,"Y"
"1448","MOCC-000M-B","Monocytes",0,"Y"
"1449","MOCC-000M-B","MPP",0,"Y"
"1450","MOCC-000M-B","MSC",0.0934695876919287,"Y"
"1451","MOCC-000M-B","mv Endothelial cells",0,"Y"
"1452","MOCC-000M-B","Myocytes",0.00823072027444931,"Y"
"1453","MOCC-000M-B","naive B-cells",0.00587013329232184,"Y"
"1454","MOCC-000M-B","Neurons",0.000902906012283044,"Y"
"1455","MOCC-000M-B","Neutrophils",0,"Y"
"1456","MOCC-000M-B","NK cells",0.0032877722939416,"Y"
"1457","MOCC-000M-B","NKT",0.011108119645564,"Y"
"1458","MOCC-000M-B","Osteoblast",0.0399862260975031,"Y"
"1459","MOCC-000M-B","pDC",0.0275274902082637,"Y"
"1460","MOCC-000M-B","Pericytes",0.0480774752898401,"Y"
"1461","MOCC-000M-B","Plasma cells",0.0336091843133627,"Y"
"1462","MOCC-000M-B","Platelets",1.36287976393319e-18,"Y"
"1463","MOCC-000M-B","Preadipocytes",1.66191130234634e-19,"Y"
"1464","MOCC-000M-B","pro B-cells",0.0522197232575931,"Y"
"1465","MOCC-000M-B","Sebocytes",0.235788600414834,"Y"
"1466","MOCC-000M-B","Skeletal muscle",0,"Y"
"1467","MOCC-000M-B","Smooth muscle",0.175997301201307,"Y"
"1468","MOCC-000M-B","Tgd cells",0.0300994324371712,"Y"
"1469","MOCC-000M-B","Th1 cells",0.0449926630214938,"Y"
"1470","MOCC-000M-B","Th2 cells",0.322073324254096,"Y"
"1471","MOCC-000M-B","Tregs",0,"Y"
"1472","MOCC-000M-B","ImmuneScore",0.157507920285898,"Y"
"1473","MOCC-000M-B","StromaScore",0.042498578599473,"Y"
"1474","MOCC-000M-B","MicroenvironmentScore",0.200006498885371,"Y"
"1475","MOCC-000N-B","aDC",0.287746260498711,"Y"
"1476","MOCC-000N-B","Adipocytes",0,"Y"
"1477","MOCC-000N-B","Astrocytes",7.83857051673983e-19,"Y"
"1478","MOCC-000N-B","B-cells",0.0756943583575081,"Y"
"1479","MOCC-000N-B","Basophils",0.101343857194414,"Y"
"1480","MOCC-000N-B","CD4+ memory T-cells",0.0196709991778948,"Y"
"1481","MOCC-000N-B","CD4+ naive T-cells",0,"Y"
"1482","MOCC-000N-B","CD4+ T-cells",2.83916271480097e-18,"Y"
"1483","MOCC-000N-B","CD4+ Tcm",7.26516329820519e-19,"Y"
"1484","MOCC-000N-B","CD4+ Tem",3.53284083393102e-19,"Y"
"1485","MOCC-000N-B","CD8+ naive T-cells",5.5923140052554e-21,"Y"
"1486","MOCC-000N-B","CD8+ T-cells",0.00934562126633097,"Y"
"1487","MOCC-000N-B","CD8+ Tcm",0.0446719960134974,"Y"
"1488","MOCC-000N-B","CD8+ Tem",0.00244910942274523,"Y"
"1489","MOCC-000N-B","cDC",0.0793066151311614,"Y"
"1490","MOCC-000N-B","Chondrocytes",0.0296153405749043,"Y"
"1491","MOCC-000N-B","Class-switched memory B-cells",0.0417522157014223,"Y"
"1492","MOCC-000N-B","CLP",0.0318170759622143,"Y"
"1493","MOCC-000N-B","CMP",0,"Y"
"1494","MOCC-000N-B","DC",0.0341022548713174,"Y"
"1495","MOCC-000N-B","Endothelial cells",0.0112318376149372,"Y"
"1496","MOCC-000N-B","Eosinophils",6.72580591437884e-20,"Y"
"1497","MOCC-000N-B","Epithelial cells",0.617259342868671,"Y"
"1498","MOCC-000N-B","Erythrocytes",2.61785546182317e-20,"Y"
"1499","MOCC-000N-B","Fibroblasts",2.38171850159764e-19,"Y"
"1500","MOCC-000N-B","GMP",0,"Y"
"1501","MOCC-000N-B","Hepatocytes",0.000815437027804198,"Y"
"1502","MOCC-000N-B","HSC",0.0934982093726355,"Y"
"1503","MOCC-000N-B","iDC",0.0710948808318247,"Y"
"1504","MOCC-000N-B","Keratinocytes",0.336846793007826,"Y"
"1505","MOCC-000N-B","ly Endothelial cells",2.3195775827021e-19,"Y"
"1506","MOCC-000N-B","Macrophages",0.0528949134900451,"Y"
"1507","MOCC-000N-B","Macrophages M1",0.0449004457300489,"Y"
"1508","MOCC-000N-B","Macrophages M2",0.00372963398020907,"Y"
"1509","MOCC-000N-B","Mast cells",0.0109904849644952,"Y"
"1510","MOCC-000N-B","Megakaryocytes",4.08638022149877e-21,"Y"
"1511","MOCC-000N-B","Melanocytes",0,"Y"
"1512","MOCC-000N-B","Memory B-cells",0.00365942999986966,"Y"
"1513","MOCC-000N-B","MEP",0.0307656744855821,"Y"
"1514","MOCC-000N-B","Mesangial cells",0.038885731670983,"Y"
"1515","MOCC-000N-B","Monocytes",0,"Y"
"1516","MOCC-000N-B","MPP",0,"Y"
"1517","MOCC-000N-B","MSC",0,"Y"
"1518","MOCC-000N-B","mv Endothelial cells",0.012029269670182,"Y"
"1519","MOCC-000N-B","Myocytes",0.000554270690469629,"Y"
"1520","MOCC-000N-B","naive B-cells",0.00332469167387556,"Y"
"1521","MOCC-000N-B","Neurons",7.85893383481161e-21,"Y"
"1522","MOCC-000N-B","Neutrophils",0,"Y"
"1523","MOCC-000N-B","NK cells",3.87078539552585e-18,"Y"
"1524","MOCC-000N-B","NKT",0.00453493029895195,"Y"
"1525","MOCC-000N-B","Osteoblast",0.0877648462333072,"Y"
"1526","MOCC-000N-B","pDC",0.0407505042681675,"Y"
"1527","MOCC-000N-B","Pericytes",0.0898659849968188,"Y"
"1528","MOCC-000N-B","Plasma cells",0.0334145901843849,"Y"
"1529","MOCC-000N-B","Platelets",6.38038291556305e-19,"Y"
"1530","MOCC-000N-B","Preadipocytes",2.83095841402479e-18,"Y"
"1531","MOCC-000N-B","pro B-cells",0.0071430598919873,"Y"
"1532","MOCC-000N-B","Sebocytes",0.270490638722805,"Y"
"1533","MOCC-000N-B","Skeletal muscle",0,"Y"
"1534","MOCC-000N-B","Smooth muscle",0.106449880210361,"Y"
"1535","MOCC-000N-B","Tgd cells",0.0289700197081267,"Y"
"1536","MOCC-000N-B","Th1 cells",0.0342892333840878,"Y"
"1537","MOCC-000N-B","Th2 cells",0.195697150245274,"Y"
"1538","MOCC-000N-B","Tregs",0.0281039216509764,"Y"
"1539","MOCC-000N-B","ImmuneScore",0.122018421966465,"Y"
"1540","MOCC-000N-B","StromaScore",0.00561591880746862,"Y"
"1541","MOCC-000N-B","MicroenvironmentScore",0.127634340773933,"Y"
"1542","MOCC-000Q-B","aDC",0.3055484201602,"Y"
"1543","MOCC-000Q-B","Adipocytes",0.00197057507835361,"Y"
"1544","MOCC-000Q-B","Astrocytes",0.0360268294263755,"Y"
"1545","MOCC-000Q-B","B-cells",0.233217870277715,"Y"
"1546","MOCC-000Q-B","Basophils",0.0519676637103419,"Y"
"1547","MOCC-000Q-B","CD4+ memory T-cells",0.0273618257298673,"Y"
"1548","MOCC-000Q-B","CD4+ naive T-cells",0.0333127585583104,"Y"
"1549","MOCC-000Q-B","CD4+ T-cells",0,"Y"
"1550","MOCC-000Q-B","CD4+ Tcm",9.46524346058432e-19,"Y"
"1551","MOCC-000Q-B","CD4+ Tem",0.0198727266578658,"Y"
"1552","MOCC-000Q-B","CD8+ naive T-cells",0,"Y"
"1553","MOCC-000Q-B","CD8+ T-cells",0.12294159749834,"Y"
"1554","MOCC-000Q-B","CD8+ Tcm",0.170175521814482,"Y"
"1555","MOCC-000Q-B","CD8+ Tem",0.0677184481943452,"Y"
"1556","MOCC-000Q-B","cDC",0.0462759079998821,"Y"
"1557","MOCC-000Q-B","Chondrocytes",0.0104444978969302,"Y"
"1558","MOCC-000Q-B","Class-switched memory B-cells",0.0950540301200676,"Y"
"1559","MOCC-000Q-B","CLP",0.0296089135775714,"Y"
"1560","MOCC-000Q-B","CMP",0,"Y"
"1561","MOCC-000Q-B","DC",0.0294560921754583,"Y"
"1562","MOCC-000Q-B","Endothelial cells",0.000698848375997727,"Y"
"1563","MOCC-000Q-B","Eosinophils",0,"Y"
"1564","MOCC-000Q-B","Epithelial cells",0.60862180570385,"Y"
"1565","MOCC-000Q-B","Erythrocytes",3.77275710900623e-21,"Y"
"1566","MOCC-000Q-B","Fibroblasts",0.0261083427383598,"Y"
"1567","MOCC-000Q-B","GMP",0,"Y"
"1568","MOCC-000Q-B","Hepatocytes",0,"Y"
"1569","MOCC-000Q-B","HSC",0.0312195036596073,"Y"
"1570","MOCC-000Q-B","iDC",0.0760811092827946,"Y"
"1571","MOCC-000Q-B","Keratinocytes",0.297055416717733,"Y"
"1572","MOCC-000Q-B","ly Endothelial cells",0,"Y"
"1573","MOCC-000Q-B","Macrophages",0.0561915142396938,"Y"
"1574","MOCC-000Q-B","Macrophages M1",0.0464441476503379,"Y"
"1575","MOCC-000Q-B","Macrophages M2",2.91020455370478e-18,"Y"
"1576","MOCC-000Q-B","Mast cells",0.00320299329842229,"Y"
"1577","MOCC-000Q-B","Megakaryocytes",0.000384038341923747,"Y"
"1578","MOCC-000Q-B","Melanocytes",0,"Y"
"1579","MOCC-000Q-B","Memory B-cells",0.0534835786658621,"Y"
"1580","MOCC-000Q-B","MEP",0.046690309600375,"Y"
"1581","MOCC-000Q-B","Mesangial cells",0.0574930987658526,"Y"
"1582","MOCC-000Q-B","Monocytes",0.0115213516977666,"Y"
"1583","MOCC-000Q-B","MPP",5.66578885312693e-20,"Y"
"1584","MOCC-000Q-B","MSC",0,"Y"
"1585","MOCC-000Q-B","mv Endothelial cells",0.00561953266826827,"Y"
"1586","MOCC-000Q-B","Myocytes",0,"Y"
"1587","MOCC-000Q-B","naive B-cells",0.00793484739190558,"Y"
"1588","MOCC-000Q-B","Neurons",2.20903783377909e-06,"Y"
"1589","MOCC-000Q-B","Neutrophils",0,"Y"
"1590","MOCC-000Q-B","NK cells",0,"Y"
"1591","MOCC-000Q-B","NKT",0.0364258865966014,"Y"
"1592","MOCC-000Q-B","Osteoblast",0.0233740782685603,"Y"
"1593","MOCC-000Q-B","pDC",0.0676145870033232,"Y"
"1594","MOCC-000Q-B","Pericytes",0.0905516935656842,"Y"
