"","Region","count","Group","Pvalue"
"1","CFS",79,"Observed",0.134904107314907
"2","CFS",98.44,"Expected",0.134904107314907
"3","RFS",19,"Observed",0.691922269232475
"4","RFS",22.51,"Expected",0.691922269232475
"5","NFR",249,"Observed",0.538741002634861
"6","NFR",237.42,"Expected",0.538741002634861
"7","Rest",275,"Observed",0.552924785645863
"8","Rest",263.63,"Expected",0.552924785645863
