"","logFC","AveExpr","t","P.Value","adj.P.Val","B","log2FoldChange"
"ZNF641",0.504608288884951,2.06863598007418,1.81878104050759,0.0720456601018541,0.670639693998059,-4.51827123447895,-0.504608288884951
"GLRX3",-0.618966919838745,7.42095379275424,-1.81792971219847,0.0721767721743068,0.671622244757945,-4.5197025357259,0.618966919838745
"STARD3",0.558257583086843,4.95742518783319,1.81748802682702,0.0722448737673065,0.671836154639249,-4.52044487651814,-0.558257583086843
"SDF4",0.724731259066254,5.95821340037159,1.81744900297949,0.0722508932571169,0.671836154639249,-4.52051045584746,-0.724731259066254
"CGN",0.602045321092177,2.15117861052543,1.81725809264771,0.0722803474875747,0.671872292634767,-4.5208312605749,-0.602045321092177
"PHYHIPL",0.517933076646839,0.645777182580642,1.81694633020442,0.0723284686190032,0.671942478830764,-4.52135507715874,-0.517933076646839
"CNBD2",-0.721494898370379,2.98743498162087,-1.81672263781399,0.0723630123812042,0.671942478830764,-4.52173086880763,0.721494898370379
"RABEP2",0.674740840115427,3.46246872963767,1.8165721705815,0.0723862560437282,0.671942478830764,-4.52198362176234,-0.674740840115427
"MXRA7",0.720414516365611,4.66268814023605,1.81612902590014,0.0724547475837206,0.671942478830764,-4.52272789744558,-0.720414516365611
"CASP6",0.454055120675029,4.36071498653294,1.81597799953288,0.0724781022192625,0.671942478830764,-4.52298151246621,-0.454055120675029
"FTO",0.74930216947702,3.08235796309256,1.8159499551224,0.0724824396806524,0.671942478830764,-4.52302860462384,-0.74930216947702
"SLC43A2",0.643583814878298,2.49334858121284,1.81572495058416,0.0725172476006164,0.671942478830764,-4.52340640762001,-0.643583814878298
"PKN2-AS1",-0.163016998306374,0.218506725296686,-1.81546073964555,0.0725581384410892,0.671942478830764,-4.52384998611039,0.163016998306374
"APBA2",0.403059409028977,0.998245490216438,1.81536902533578,0.0725723371688464,0.671942478830764,-4.52400394939843,-0.403059409028977
"THRAP3",0.617139184335302,4.0041658020141,1.8150561938639,0.072620785472228,0.671942478830764,-4.52452905359335,-0.617139184335302
"RNF40",0.872568492612865,3.80769965111562,1.81492640396594,0.0726408939626733,0.671942478830764,-4.52474688809724,-0.872568492612865
"IFT20",-0.674813145726986,5.88905074599,-1.81488442067387,0.0726473994705899,0.671942478830764,-4.52481734817979,0.674813145726986
"GATD1",0.499150088845382,3.24712108254893,1.81482362098922,0.0726568215253021,0.671942478830764,-4.52491938491193,-0.499150088845382
"B2M",-0.688983941513245,13.8272552679972,-1.81474361461278,0.072669221566004,0.671942478830764,-4.52505365032102,0.688983941513245
"UXS1",0.587680525993105,3.82073790146063,1.81472919801565,0.0726714561548456,0.671942478830764,-4.52507784343588,-0.587680525993105
"PSMG3",-0.54387472009839,6.67170343269854,-1.81450640255301,0.0727059969661445,0.672025391585066,-4.52545170339584,0.54387472009839
"SHF",0.554539578219058,1.42692621305035,1.8141833561701,0.0727561042895915,0.672080992403908,-4.52599371266321,-0.554539578219058
"ADAM23",0.807740095379206,1.04058732411383,1.81411074599667,0.0727673707134578,0.672080992403908,-4.52611552611168,-0.807740095379206
"TAP1",-0.753907474873976,7.59213439102056,-1.81370394995144,0.0728305172957983,0.672080992403908,-4.52679789793432,0.753907474873976
"SPATA2",0.44776320435258,1.67176415153186,1.81365413162614,0.0728382536788036,0.672080992403908,-4.52688145489178,-0.44776320435258
"ARAP1",0.473756606525119,4.37586246554145,1.81296867922238,0.0729447682608618,0.672080992403908,-4.52803090167195,-0.473756606525119
"YJEFN3",-0.677722501120912,2.03669601175274,-1.81289294608133,0.0729565446063001,0.672080992403908,-4.52815787505706,0.677722501120912
"PATL2",-0.464533011604974,1.27996743262624,-1.81289107170227,0.0729568360883672,0.672080992403908,-4.5281610175586,0.464533011604974
"FAM161B",-1.08942408198376,2.2823268831686,-1.81267188913264,0.0729909275373711,0.672080992403908,-4.52852846857232,1.08942408198376
"AMOTL1",0.636819224584284,2.00357919230611,1.81266147826261,0.0729925471634984,0.672080992403908,-4.52854592096056,-0.636819224584284
"NGEF",0.616594784075782,1.390667979216,1.81257353830528,0.0730062292340441,0.672080992403908,-4.52869333645252,-0.616594784075782
"THUMPD1",0.378445923251867,3.38880146798969,1.81240770408463,0.0730320362224066,0.672080992403908,-4.52897130953029,-0.378445923251867
"CDC42EP1",0.893768639235543,4.83114246970103,1.81228205580051,0.0730515945548485,0.672080992403908,-4.52918190675453,-0.893768639235543
"MAP3K13",-0.487463305440888,5.70742158686747,-1.81206131205496,0.073085965926602,0.672080992403908,-4.52955185916412,0.487463305440888
"PPP1R15A",0.752135451013211,4.74391276752589,1.81204348131156,0.0730887428866774,0.672080992403908,-4.52958174051976,-0.752135451013211
"CYTH3",0.439588997446707,2.01801294411083,1.8119291087805,0.0731065573501467,0.672080992403908,-4.52977340332207,-0.439588997446707
"LEFTY1",0.678508443351121,0.306824293719323,1.81159839742088,0.073158088667087,0.672080992403908,-4.53032753830611,-0.678508443351121
"CKAP4",0.829410078766104,4.39052825816707,1.81159806362804,0.0731581406938007,0.672080992403908,-4.53032809755682,-0.829410078766104
"CD99P1",0.326640299075554,1.70521388880292,1.81150673464991,0.0731723768653467,0.672080992403908,-4.53048111040505,-0.326640299075554
"ZNF286B",0.122981579422777,0.295015027572708,1.81117201323088,0.0732245722231316,0.672156708032133,-4.53104184231302,-0.122981579422777
"RNF112",-0.264767518664567,0.386371129385,-1.81112582093373,0.0732317777264631,0.672156708032133,-4.53111921698521,0.264767518664567
"C1orf198",0.679900870862727,3.14352245121299,1.8107671618251,0.073287744749837,0.672435529516835,-4.53171992848411,-0.679900870862727
"SMAD9",0.296748659703926,0.619327999736145,1.81030219659064,0.0733603532193595,0.672840796824378,-4.5324985253097,-0.296748659703926
"TXNDC5",0.750026644568703,5.24798519423232,1.81015645947881,0.073383123666134,0.672840796824378,-4.53274252772383,-0.750026644568703
"TBC1D9B",0.729084340748382,3.78071283227132,1.80974497309954,0.0734474473468695,0.673195682379155,-4.53343136589538,-0.729084340748382
"RPUSD4",0.467545553788889,2.97745932758887,1.80918582486719,0.0735349286258494,0.673762501544655,-4.53436715995434,-0.467545553788889
"NEFL",1.19259572926177,1.47051042779324,1.80889154694442,0.0735810044902499,0.673949681420281,-4.5348595572508,-1.19259572926177
"TLN1",0.974055833779776,4.01522105534492,1.80862087740453,0.0736234050950411,0.674037936287184,-4.53531238624789,-0.974055833779776
"CSF2RA",-0.572068002527792,2.49722895186482,-1.80824846741333,0.0736817765882788,0.674037936287184,-4.53593532348172,0.572068002527792
"MCUB",-0.737520354875769,5.94094269334863,-1.80816083768008,0.0736955172453004,0.674037936287184,-4.53608188603671,0.737520354875769
"KRTAP5-AS1",0.165123150166458,0.190322808442784,1.80807585500148,0.0737088448670378,0.674037936287184,-4.53622401502177,-0.165123150166458
"PPP1R32",0.371711300746979,0.998128876899246,1.80801180223289,0.0737188914258836,0.674037936287184,-4.53633113574147,-0.371711300746979
"LINC01857",-0.803608212842793,1.77923413063615,-1.80739399283532,0.0738158520826453,0.674070120220887,-4.53736416789026,0.803608212842793
"DEF8",-0.613221297390614,5.59237519270448,-1.80719940739553,0.0738464127603601,0.674070120220887,-4.53768946394924,0.613221297390614
"C5orf38",-1.67704463550045,3.20249760667518,-1.80719859302989,0.073846540682885,0.674070120220887,-4.53769082528748,1.67704463550045
"MLLT1",0.838870149002525,2.87963903963218,1.80713411584288,0.0738566694993701,0.674070120220887,-4.53779860707459,-0.838870149002525
"CAPNS1",0.737268766708739,8.41414719758584,1.80706423114596,0.0738676490922045,0.674070120220887,-4.53791542415628,-0.737268766708739
"GTSF1",-0.578418064536057,1.25908953327669,-1.80700904499105,0.0738763203530008,0.674070120220887,-4.53800766864099,0.578418064536057
"YTHDF2",0.367781103460106,5.32757894461028,1.80682618812936,0.0739050582284902,0.674076031639524,-4.53831329788103,-0.367781103460106
"ADAM18",0.0285857366308438,0.00812367382752513,1.80667852584913,0.0739282716791654,0.674076031639524,-4.53856008144182,-0.0285857366308438
"PTCRA",-0.337831673746733,0.612797453893248,-1.80640666989161,0.0739710249982239,0.674120691898544,-4.53901437707472,0.337831673746733
"SCARA3",0.847550846103453,2.40278019432385,1.80632116219436,0.0739844765749068,0.674120691898544,-4.53915725492947,-0.847550846103453
"CHROMR",-0.416258008038266,2.89769076594055,-1.8061417328442,0.0740127099648693,0.674144191492837,-4.53945704934484,0.416258008038266
"RETREG3",0.536401395874162,3.61894406843708,1.80531947526913,0.0741422074616775,0.675089718530132,-4.54083054025803,-0.536401395874162
"HGFAC",0.178168989052194,0.200627724077622,1.80498692761188,0.0741946338386486,0.67533307516869,-4.54138585917466,-0.178168989052194
"SPRR4",0.609881273222997,0.498451371837462,1.80477812110483,0.0742275680572406,0.675398903534684,-4.54173449495634,-0.609881273222997
"FBXL14",0.534802802787133,1.48327146204348,1.80433950162764,0.0742967892749374,0.675512323989807,-4.54246671784516,-0.534802802787133
"ZCRB1",-0.349052917129278,5.53726436577357,-1.80425075846807,0.0743108008889321,0.675512323989807,-4.54261484380403,0.349052917129278
"MMP2",1.3007072282528,4.91092755331809,1.80421053598299,0.0743171523196031,0.675512323989807,-4.5426819790729,-1.3007072282528
"C1QTNF9",0.0417608918220702,0.0361957024438756,1.80402135160622,0.0743470319882077,0.675550244324385,-4.54299772764024,-0.0417608918220702
"NME2",-0.500550048810418,10.0080123636834,-1.80379168790703,0.0743833183339984,0.675646332243626,-4.54338099472573,0.500550048810418
"SEC23B",0.530918748175608,4.14492824666148,1.80342359222655,0.0744415072740788,0.675668448942354,-4.54399518491029,-0.530918748175608
"SLC22A18AS",0.538222135794363,1.84647749531723,1.80324866932916,0.0744691725011486,0.675668448942354,-4.54428701355713,-0.538222135794363
"PEX5",0.477189040597217,3.01612286248347,1.80297679436563,0.0745121882806288,0.675668448942354,-4.54474053765218,-0.477189040597217
"SLC22A15",-0.372059120899294,1.13093652873651,-1.8027096487662,0.0745544758650658,0.675668448942354,-4.54518611049362,0.372059120899294
"TSTD2",0.452025358538439,1.91682008685871,1.80254148954374,0.0745811046962024,0.675668448942354,-4.54546655216191,-0.452025358538439
"ATOX1",-0.486174622024282,8.04984601086867,-1.80253213224687,0.0745825867014385,0.675668448942354,-4.54548215675119,0.486174622024282
"ZNF326",0.501019468006834,3.11186539302841,1.8024294556068,0.0745988501949889,0.675668448942354,-4.54565337932156,-0.501019468006834
"D2HGDH",0.542487923064244,2.397910381406,1.80240418764893,0.0746028529709708,0.675668448942354,-4.54569551453045,-0.542487923064244
"OASL",-0.876056965221119,4.181979123859,-1.80226019897452,0.074625666066882,0.675668448942354,-4.54593561021155,0.876056965221119
"PPP1R13B",0.641231028342849,2.54161499779117,1.80215159694299,0.074642876447205,0.675668448942354,-4.54611668818183,-0.641231028342849
"TMEM38B",-0.603825310847605,3.18944113976316,-1.80180054363598,0.074698531091494,0.675939393947066,-4.54670194859311,0.603825310847605
"EPDR1",0.794700298619039,2.01123973111644,1.80139350927701,0.0747631038502288,0.676053703738774,-4.54738040516113,-0.794700298619039
"OR7E91P",0.199870446986713,0.153295300241729,1.8012405166037,0.0747873868893826,0.676053703738774,-4.54763538082705,-0.199870446986713
"DNAJC5B",-0.566195152318232,1.14813158897769,-1.80105491806629,0.0748168539225215,0.676053703738774,-4.54794466993706,0.566195152318232
"TEKT1",0.408229615565853,0.188886362621307,1.80096072933642,0.0748318117240045,0.676053703738774,-4.54810161859205,-0.408229615565853
"TCAF1",0.566505916070136,3.00745631323896,1.80091044348822,0.0748397984692935,0.676053703738774,-4.54818540782434,-0.566505916070136
"ADAM28",0.780596292375494,2.61620817797838,1.80057061500871,0.0748937909093035,0.676075449517254,-4.54875159285756,-0.780596292375494
"SLC38A3",0.202657611228129,0.175933050402244,1.80028721336531,0.0749388428752048,0.676075449517254,-4.54922368955539,-0.202657611228129
"FGFBP1",1.47120008518941,5.24659731277586,1.80024961955535,0.0749448207992419,0.676075449517254,-4.54928630895133,-1.47120008518941
"CD200R1L",0.0374856673932361,0.0266978803627015,1.80011512414893,0.0749662106258351,0.676075449517254,-4.54951032578101,-0.0374856673932361
"B4GALT5",0.581365407232993,3.44430107049274,1.80000986848094,0.0749829537661077,0.676075449517254,-4.54968562974849,-0.581365407232993
"HCG22",0.44113486203838,0.394845193786078,1.79984679793553,0.0750088997098797,0.676075449517254,-4.54995720589513,-0.44113486203838
"FAM66E",0.0242252895525865,0.0156312069594464,1.7997625925578,0.0750223004335304,0.676075449517254,-4.55009743176238,-0.0242252895525865
"NOTCH3",0.861292281696266,3.95348475719163,1.79945554395465,0.0750711819897036,0.676284031650816,-4.55060870310884,-0.861292281696266
"TSHZ1",0.506161821330184,1.97565265489704,1.79902224627551,0.0751402070917826,0.676642662222245,-4.55133005547103,-0.506161821330184
"WASHC5",-0.416964918407018,4.115619505155,-1.79866610122763,0.0751969810389795,0.676642662222245,-4.55192284323685,0.416964918407018
"GPBP1L1",0.40827217350408,5.16369014099042,1.79856732361715,0.0752127337170375,0.676642662222245,-4.55208723485545,-0.40827217350408
"SNAPC2",0.559955442109208,3.21256242097127,1.7985594498686,0.0752139895102815,0.676642662222245,-4.55210033845765,-0.559955442109208
"LINC00299",-0.332696249243136,0.669364588817799,-1.7983911189508,0.0752408409618278,0.676652573167321,-4.55238046433483,0.332696249243136
"KIAA0753",0.350767837275603,1.74174278771347,1.79809599772933,0.0752879366608858,0.676844474709119,-4.55287152781755,-0.350767837275603
"ERICH4",0.0400098232959152,0.0294117538614849,1.79784030899357,0.075328759448195,0.676979870307684,-4.5532969173704,-0.0400098232959152
"KISS1R",0.350533256874682,0.453769128579232,1.79712593258981,0.0754429127270608,0.677417071664803,-4.55448512722187,-0.350533256874682
"CYB5R3",0.904064469743886,5.33907343682601,1.79700075274789,0.0754629305110921,0.677417071664803,-4.55469329136928,-0.904064469743886
"WWP2",0.573851489774202,3.04306256591443,1.79673828539242,0.0755049165380705,0.677417071664803,-4.55512970989709,-0.573851489774202
"LINC00619",-0.155151967368918,0.165431048722942,-1.79664995948754,0.0755190500922518,0.677417071664803,-4.555276560751,0.155151967368918
"CD163L1",-0.556422250459358,1.33026046690925,-1.79628805059902,0.0755769841931556,0.677417071664803,-4.55587820105469,0.556422250459358
"ALKBH2",-0.487381082064254,5.0187954347758,-1.79608024327625,0.0756102664779525,0.677417071664803,-4.55622361060709,0.487381082064254
"STXBP6",0.660768805475368,0.758765264964311,1.79603332335813,0.0756177828221841,0.677417071664803,-4.55630159398532,-0.660768805475368
"CDH6",0.306347305125461,0.580326197561735,1.79600610847539,0.0756221427987101,0.677417071664803,-4.55634682568568,-0.306347305125461
"RSRC1",-0.44837631819851,4.7563036487354,-1.79586983743742,0.0756439773154403,0.677417071664803,-4.55657330137529,0.44837631819851
"MBP",0.506032028081356,2.81366756857436,1.79583321864763,0.0756498455832444,0.677417071664803,-4.55663415725343,-0.506032028081356
"COX5B",-0.668754658330096,9.34451275490017,-1.79561474997578,0.0756848636656892,0.677417071664803,-4.55699720100844,0.668754658330096
"CDH1",0.802922644862713,5.06780950448327,1.79554947554744,0.0756953290320921,0.677417071664803,-4.55710566383131,-0.802922644862713
"AKAP17A",0.524673329082948,2.49748168796889,1.79544218810492,0.0757125328974628,0.677417071664803,-4.55728392931877,-0.524673329082948
"DENND5A",0.464787098556362,3.02841607935738,1.79488219023314,0.0758023828546274,0.677750989862787,-4.55821424328412,-0.464787098556362
"ARHGEF5",0.768349337252775,2.77973243646763,1.79484548754338,0.0758082747737985,0.677750989862787,-4.55827520733058,-0.768349337252775
"CRK",0.34564066364923,4.54486943595716,1.79472743469816,0.0758272284875787,0.677750989862787,-4.55847128805475,-0.34564066364923
"ANKK1",0.271009560739389,0.453165229151496,1.79450617402578,0.0758627630833747,0.677838044306331,-4.55883876018749,-0.271009560739389
"LENG9",0.5353695937681,1.79766251048245,1.79384427366192,0.0759691470674258,0.67816595679127,-4.55993779941972,-0.5353695937681
"LOC112268389",0.222296966142997,0.337323295325896,1.79370799997653,0.0759910650024056,0.67816595679127,-4.56016402542804,-0.222296966142997
"PTPRCAP",-0.988885516485926,5.7704437884798,-1.79341986519075,0.0760374251656718,0.67816595679127,-4.56064230114979,0.988885516485926
"ALKAL1",0.252983138628688,0.186861989620644,1.79335503112464,0.0760478600329309,0.67816595679127,-4.5607499095241,-0.252983138628688
"GAS2L1",0.799153562491488,3.54097523630656,1.7932302143223,0.0760679522996515,0.67816595679127,-4.56095706406577,-0.799153562491488
"CWC15",-0.491060563666317,5.88383149756078,-1.79318675645933,0.0760749489201551,0.67816595679127,-4.56102918656716,0.491060563666317
"OVOL1-AS1",-0.312512158522851,0.411567633193769,-1.793117717294,0.0760860651704332,0.67816595679127,-4.56114376034917,0.312512158522851
"BRPF3",0.558722457308288,2.01191914148321,1.79277310751503,0.0761415721844787,0.67816595679127,-4.56171559520153,-0.558722457308288
"FLYWCH1",0.512242528912914,3.69615850355351,1.79240347065512,0.0762011476467815,0.67816595679127,-4.56232884534378,-0.512242528912914
"RBBP8NL",0.522305660083722,1.44588712793851,1.79237648809568,0.076205498017212,0.67816595679127,-4.56237360644282,-0.522305660083722
"SCAP",0.711471574972739,3.44478001784792,1.79222286731739,0.0762302700582044,0.67816595679127,-4.56262843445387,-0.711471574972739
"RAB11FIP1",0.691344036185149,2.48062270347908,1.79221483324857,0.0762315657714368,0.67816595679127,-4.56264176090448,-0.691344036185149
"MID1IP1",0.687009645345957,4.5432632372541,1.79214661598416,0.0762425684053392,0.67816595679127,-4.56275491352974,-0.687009645345957
"SPAG16",0.563880390656706,3.50466284127492,1.79203380881059,0.0762607657477054,0.67816595679127,-4.56294201905255,-0.563880390656706
"TEPP",-0.396820341073903,0.589304647232967,-1.79180938058904,0.0762969797926382,0.678258469212093,-4.56331423010447,0.396820341073903
"SLC46A2",0.2814528325372,0.223437824487293,1.79131300830124,0.0763771256964379,0.678292681707083,-4.56413730222524,-0.2814528325372
"ALX3",0.355079111878482,0.357622780112438,1.79119639093536,0.076395965232028,0.678292681707083,-4.56433064338771,-0.355079111878482
"CAPN15",0.713236500306649,3.11954265804905,1.79116275329377,0.0764014001081855,0.678292681707083,-4.56438640940849,-0.713236500306649
"CRBN",-0.556843656498499,4.65031165548326,-1.79114618557483,0.0764040770931184,0.678292681707083,-4.56441387577188,0.556843656498499
"FMN2",0.163683676908619,0.103227610078837,1.79044200225059,0.0765179297220828,0.678406439597304,-4.56558106887651,-0.163683676908619
"MCF2L",0.595245934361347,1.63691591224842,1.79030399949484,0.0765402585168765,0.678406439597304,-4.56580976011205,-0.595245934361347
"RELA",0.593738030585872,4.63003558920335,1.79027004641561,0.0765457529395057,0.678406439597304,-4.56586602293063,-0.593738030585872
"CSRP2",0.721176839261663,6.17160297756817,1.79008246233283,0.0765761144306834,0.678406439597304,-4.56617684600374,-0.721176839261663
"KRT17",-1.43711210424916,10.5321921039467,-1.79006774402253,0.0765784970901009,0.678406439597304,-4.5662012326648,1.43711210424916
"SHC2",0.692594841113725,1.99353224060206,1.79006720974266,0.0765785835826348,0.678406439597304,-4.56620211790569,-0.692594841113725
"ATN1",0.922576319455122,3.60020727960178,1.78994971328542,0.076597606601918,0.678406439597304,-4.56639679017235,-0.922576319455122
"FURIN",0.755988110391391,3.82339375667018,1.78963843173382,0.0766480229092695,0.678624240569335,-4.56691247481547,-0.755988110391391
"BHLHE41",0.622930747462069,1.70427418699049,1.78933972568296,0.0766964282727299,0.67882409637952,-4.56740724763213,-0.622930747462069
"ANKRD36C",-0.812417428171617,2.89321200796372,-1.78884018420539,0.0767774356048237,0.679182394174673,-4.56823450956909,0.812417428171617
"ZNF853",0.377310672285947,0.812179706842475,1.78877135722461,0.0767886023705363,0.679182394174673,-4.5683484730963,-0.377310672285947
"NMI",-0.538999090384282,6.38657539287976,-1.78825849434131,0.0768718536491664,0.679319813621719,-4.56919754131988,0.538999090384282
"CA3",0.339946787238483,0.553393540898043,1.78823904642983,0.0768750120319485,0.679319813621719,-4.56922973376925,-0.339946787238483
"GHR",0.319219071465135,0.503427098730692,1.78819791087935,0.0768816928880048,0.679319813621719,-4.56929782505045,-0.319219071465135
"ATAT1",0.454942802139418,2.08082677186798,1.78791276984632,0.0769280160739391,0.679500640803687,-4.56976977611005,-0.454942802139418
"C2orf74",-0.686580242255417,3.02443017012992,-1.78757598822198,0.0769827583973276,0.679632507974335,-4.57032710967731,0.686580242255417
"GAL3ST2",0.209022254114005,0.179123220275411,1.78750272392466,0.0769946714453001,0.679632507974335,-4.57044834041738,-0.209022254114005
"STK31",-0.321744263436269,0.5044070251288,-1.78704616737973,0.0770689436295893,0.680059671154583,-4.57120370204496,0.321744263436269
"GPR157",0.808791780094788,2.72563666426411,1.78682467559787,0.077104997058269,0.680065472132981,-4.57157008995494,-0.808791780094788
"HIC1",0.696141867463643,1.71473143447106,1.78662288848601,0.0771378552002919,0.680065472132981,-4.57190384587082,-0.696141867463643
"SUGT1P4-STRA6LP-CCDC180",0.120840714332832,0.182359592991437,1.78655107867903,0.077149551194625,0.680065472132981,-4.57202261082282,-0.120840714332832
"CD86",-0.618387191425259,2.9903700536278,-1.78627356393068,0.0771947650975303,0.680065472132981,-4.57248154564325,0.618387191425259
"VCP",0.618427136202641,5.69758604650466,1.78624758210601,0.077198999291144,0.680065472132981,-4.57252450919567,-0.618427136202641
"ST7",0.427505586514934,3.16296606328184,1.78559800702951,0.0773049214176125,0.680680707616273,-4.57359845729263,-0.427505586514934
"RHBDL3",0.387059607313629,0.595865312832782,1.78549764937803,0.077321296829317,0.680680707616273,-4.57376434697732,-0.387059607313629
"MMP11",1.2494410742851,5.87837037758254,1.78531964269636,0.077350349335359,0.680680707616273,-4.57405856794703,-1.2494410742851
"PKD2",0.529130782882373,1.83895666469305,1.78518425987831,0.0773724512386714,0.680680707616273,-4.5742823191187,-0.529130782882373
"LARS2",0.467847848025443,1.78885786333187,1.78497877162518,0.0774060081796945,0.68071941461468,-4.57462190536863,-0.467847848025443
"FAM155B",0.25006700293539,0.298288390621735,1.78484010264661,0.0774286601066778,0.68071941461468,-4.57485104666459,-0.25006700293539
"TMEM234",0.363136825239265,3.65396580472577,1.78430138470129,0.0775167130866282,0.680992018114169,-4.57574108481204,-0.363136825239265
"ALDH18A1",0.435985591752156,3.87439086997572,1.78386323344279,0.0775883896022008,0.680992018114169,-4.57646478778709,-0.435985591752156
"TBX2",0.554436615204516,1.48531489879904,1.78361744000026,0.0776286225867293,0.680992018114169,-4.57687069702188,-0.554436615204516
"ITGB3BP",-0.68373305456009,5.93422262318605,-1.78360220867192,0.0776311163121006,0.680992018114169,-4.57689584868912,0.68373305456009
"MAN1C1",0.649639289524273,1.8050276973285,1.78346166861798,0.0776541291389911,0.680992018114169,-4.57712791463986,-0.649639289524273
"LRRFIP1",0.497348273687248,5.08429281430723,1.78318710991949,0.0776991032204686,0.680992018114169,-4.5775812288896,-0.497348273687248
"NDUFAF2",-0.598686100529265,5.77322906119518,-1.7830535962068,0.077720981215797,0.680992018114169,-4.57780164517733,0.598686100529265
"ATXN7L3",0.715880528573853,3.45751474416614,1.78303130093729,0.0777246350882874,0.680992018114169,-4.57783845068712,-0.715880528573853
"ZBTB7A",0.765535435888394,3.3038404936862,1.78296657001995,0.0777352443553305,0.680992018114169,-4.57794530744327,-0.765535435888394
"BRIX1",-0.414820537310593,5.385270684694,-1.78293000622895,0.077741237616426,0.680992018114169,-4.57800566476141,0.414820537310593
"FRY",0.535307428032886,1.23864313569134,1.78290869176269,0.0777447314994485,0.680992018114169,-4.57804084887408,-0.535307428032886
"MSMB",-1.14241018294592,2.31347911318029,-1.78145928606455,0.0779826240219571,0.681753351918575,-4.58043248427202,1.14241018294592
"PDE3B",-0.334999929579384,0.840814604091491,-1.78142903818544,0.0779875950439906,0.681753351918575,-4.58048237636399,0.334999929579384
"EXD3",0.451158203495043,2.42001984867234,1.78129308791769,0.0780099407312241,0.681753351918575,-4.5807066085509,-0.451158203495043
"VPS37C",0.603550349641359,3.1325367923864,1.78128760520693,0.0780108420169618,0.681753351918575,-4.58071565123037,-0.603550349641359
"FAM160A1",0.3994719731898,1.04970655031818,1.78109346353941,0.0780427619116813,0.681753351918575,-4.58103583392255,-0.3994719731898
"LOC101927811",-0.604221211671857,2.47830170317925,-1.78076866126225,0.0780961885800265,0.681753351918575,-4.58157143215301,0.604221211671857
"KIF1B",0.478608902328498,2.28784656652289,1.78067319390038,0.0781118977386284,0.681753351918575,-4.58172884028976,-0.478608902328498
"SARM1",0.435510231507345,0.947396451435903,1.78067007789385,0.0781124105216668,0.681753351918575,-4.58173397787926,-0.435510231507345
"TBC1D17",0.719404392122095,3.6931934581853,1.78055650851446,0.0781311018721255,0.681753351918575,-4.58192122235641,-0.719404392122095
"ETV6",0.502358178729694,2.31266080839437,1.78052394114089,0.0781364625219266,0.681753351918575,-4.58197491488691,-0.502358178729694
"SMOC2",0.911226494460161,2.87881103173304,1.78023664611188,0.0781837649887222,0.681753351918575,-4.58244852705391,-0.911226494460161
"LYG1",0.405524282255816,1.20872796211913,1.78011176133,0.078204334362456,0.681753351918575,-4.58265438012533,-0.405524282255816
"LINC01350",0.0262713786163078,0.00572158116810693,1.77993232232761,0.0782338970199334,0.681753351918575,-4.58295013372587,-0.0262713786163078
"PIP5K1C",0.774012887951698,2.33234365301826,1.77992764719114,0.0782346673742714,0.681753351918575,-4.58295783897225,-0.774012887951698
"LRRC23",0.408842367118274,2.58444048145915,1.77985677679297,0.0782463459444849,0.681753351918575,-4.58307464049663,-0.408842367118274
"RANBP2",0.419323739718554,2.49112966123356,1.77971765766816,0.0782692752570415,0.681753351918575,-4.58330391014803,-0.419323739718554
"GGT2",0.132646768173244,0.0804225307376882,1.7796969157356,0.0782726943731768,0.681753351918575,-4.58333809161936,-0.132646768173244
"OPTN",-0.48238080980409,5.26529928582609,-1.77866094050388,0.0784436224835428,0.682938455980713,-4.58504484425896,0.48238080980409
"PLEKHB1",0.618956558433882,1.25693463121392,1.7785573253481,0.0784607351627131,0.682938455980713,-4.58521549755924,-0.618956558433882
"TMEM156",-0.646873674955587,1.61496130419912,-1.77786754948755,0.0785747345391066,0.683057921789732,-4.58635131621989,0.646873674955587
"LINC02099",-0.0545171018630894,0.116726936414249,-1.77757240655175,0.0786235546628716,0.683057921789732,-4.58683718740935,0.0545171018630894
"ARHGAP35",0.674909485647938,1.95428460914768,1.7774897929982,0.0786372244087281,0.683057921789732,-4.58697317428471,-0.674909485647938
"JUNB",0.748662871519156,7.75810481915957,1.77748766188965,0.0786375770610186,0.683057921789732,-4.58697668213946,-0.748662871519156
"GNA12",0.527094478146974,2.9407235342898,1.77730706059831,0.078667467410403,0.683057921789732,-4.58727394184828,-0.527094478146974
"TMEM167B",0.431513730321972,3.77518834157236,1.77726253122582,0.0786748386702378,0.683057921789732,-4.58734723039379,-0.431513730321972
"LHX1-DT",0.29552620250909,0.180724082468395,1.7771590328819,0.0786919736831758,0.683057921789732,-4.58751756623895,-0.29552620250909
"SERPINH1",0.877577493164609,5.9638093035333,1.77706856393712,0.0787069540963943,0.683057921789732,-4.58766645093389,-0.877577493164609
"C17orf75",-0.649319548565628,4.38640954799013,-1.77677996445795,0.0787547579514366,0.683057921789732,-4.58814135167133,0.649319548565628
"CYP27C1",0.533775471611837,1.03855370564295,1.77662858160884,0.0787798427221191,0.683057921789732,-4.58839042876689,-0.533775471611837
"STK38L",0.505590609495882,3.87215181294202,1.7764817283011,0.0788041832370238,0.683057921789732,-4.5886320342752,-0.505590609495882
"PCYT1B",0.187437980960833,0.154978405938312,1.77640595943574,0.0788167441391876,0.683057921789732,-4.58875668318528,-0.187437980960833
"CCDC88B",-0.685977472639731,4.11701824702612,-1.77630144705341,0.0788340728332677,0.683057921789732,-4.58892861050055,0.685977472639731
