"","geneset","symbol"
"1","HALLMARK_TNFA_SIGNALING_VIA_NFKB","JUNB"
"2","HALLMARK_TNFA_SIGNALING_VIA_NFKB","CXCL2"
"3","HALLMARK_TNFA_SIGNALING_VIA_NFKB","ATF3"
"4","HALLMARK_TNFA_SIGNALING_VIA_NFKB","NFKBIA"
"5","HALLMARK_TNFA_SIGNALING_VIA_NFKB","TNFAIP3"
"6","HALLMARK_TNFA_SIGNALING_VIA_NFKB","PTGS2"
"7","HALLMARK_TNFA_SIGNALING_VIA_NFKB","CXCL1"
"8","HALLMARK_TNFA_SIGNALING_VIA_NFKB","IER3"
"9","HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD83"
"10","HALLMARK_TNFA_SIGNALING_VIA_NFKB","CCL20"
"11","HALLMARK_TNFA_SIGNALING_VIA_NFKB","CXCL3"
"12","HALLMARK_TNFA_SIGNALING_VIA_NFKB","MAFF"
"13","HALLMARK_TNFA_SIGNALING_VIA_NFKB","NFKB2"
"14","HALLMARK_TNFA_SIGNALING_VIA_NFKB","TNFAIP2"
"15","HALLMARK_TNFA_SIGNALING_VIA_NFKB","HBEGF"
"16","HALLMARK_TNFA_SIGNALING_VIA_NFKB","KLF6"
"17","HALLMARK_TNFA_SIGNALING_VIA_NFKB","BIRC3"
"18","HALLMARK_TNFA_SIGNALING_VIA_NFKB","PLAUR"
"19","HALLMARK_TNFA_SIGNALING_VIA_NFKB","ZFP36"
"20","HALLMARK_TNFA_SIGNALING_VIA_NFKB","ICAM1"
"21","HALLMARK_TNFA_SIGNALING_VIA_NFKB","JUN"
"22","HALLMARK_TNFA_SIGNALING_VIA_NFKB","EGR3"
"23","HALLMARK_TNFA_SIGNALING_VIA_NFKB","IL1B"
"24","HALLMARK_TNFA_SIGNALING_VIA_NFKB","BCL2A1"
"25","HALLMARK_TNFA_SIGNALING_VIA_NFKB","PPP1R15A"
"26","HALLMARK_TNFA_SIGNALING_VIA_NFKB","ZC3H12A"
"27","HALLMARK_TNFA_SIGNALING_VIA_NFKB","SOD2"
"28","HALLMARK_TNFA_SIGNALING_VIA_NFKB","NR4A2"
"29","HALLMARK_TNFA_SIGNALING_VIA_NFKB","IL1A"
"30","HALLMARK_TNFA_SIGNALING_VIA_NFKB","RELB"
"31","HALLMARK_TNFA_SIGNALING_VIA_NFKB","TRAF1"
"32","HALLMARK_TNFA_SIGNALING_VIA_NFKB","BTG2"
"33","HALLMARK_TNFA_SIGNALING_VIA_NFKB","DUSP1"
"34","HALLMARK_TNFA_SIGNALING_VIA_NFKB","MAP3K8"
"35","HALLMARK_TNFA_SIGNALING_VIA_NFKB","ETS2"
"36","HALLMARK_TNFA_SIGNALING_VIA_NFKB","F3"
"37","HALLMARK_TNFA_SIGNALING_VIA_NFKB","SDC4"
"38","HALLMARK_TNFA_SIGNALING_VIA_NFKB","EGR1"
"39","HALLMARK_TNFA_SIGNALING_VIA_NFKB","IL6"
"40","HALLMARK_TNFA_SIGNALING_VIA_NFKB","TNF"
"41","HALLMARK_TNFA_SIGNALING_VIA_NFKB","KDM6B"
"42","HALLMARK_TNFA_SIGNALING_VIA_NFKB","NFKB1"
"43","HALLMARK_TNFA_SIGNALING_VIA_NFKB","LIF"
"44","HALLMARK_TNFA_SIGNALING_VIA_NFKB","PTX3"
"45","HALLMARK_TNFA_SIGNALING_VIA_NFKB","FOSL1"
"46","HALLMARK_TNFA_SIGNALING_VIA_NFKB","NR4A1"
"47","HALLMARK_TNFA_SIGNALING_VIA_NFKB","JAG1"
"48","HALLMARK_TNFA_SIGNALING_VIA_NFKB","CCL4"
"49","HALLMARK_TNFA_SIGNALING_VIA_NFKB","GCH1"
"50","HALLMARK_TNFA_SIGNALING_VIA_NFKB","CCL2"
"51","HALLMARK_TNFA_SIGNALING_VIA_NFKB","RCAN1"
"52","HALLMARK_TNFA_SIGNALING_VIA_NFKB","DUSP2"
"53","HALLMARK_TNFA_SIGNALING_VIA_NFKB","EHD1"
"54","HALLMARK_TNFA_SIGNALING_VIA_NFKB","IER2"
"55","HALLMARK_TNFA_SIGNALING_VIA_NFKB","REL"
"56","HALLMARK_TNFA_SIGNALING_VIA_NFKB","CFLAR"
"57","HALLMARK_TNFA_SIGNALING_VIA_NFKB","RIPK2"
"58","HALLMARK_TNFA_SIGNALING_VIA_NFKB","NFKBIE"
"59","HALLMARK_TNFA_SIGNALING_VIA_NFKB","NR4A3"
"60","HALLMARK_TNFA_SIGNALING_VIA_NFKB","PHLDA1"
"61","HALLMARK_TNFA_SIGNALING_VIA_NFKB","IER5"
"62","HALLMARK_TNFA_SIGNALING_VIA_NFKB","TNFSF9"
"63","HALLMARK_TNFA_SIGNALING_VIA_NFKB","GEM"
"64","HALLMARK_TNFA_SIGNALING_VIA_NFKB","GADD45A"
"65","HALLMARK_TNFA_SIGNALING_VIA_NFKB","CXCL10"
"66","HALLMARK_TNFA_SIGNALING_VIA_NFKB","PLK2"
"67","HALLMARK_TNFA_SIGNALING_VIA_NFKB","BHLHE40"
"68","HALLMARK_TNFA_SIGNALING_VIA_NFKB","EGR2"
"69","HALLMARK_TNFA_SIGNALING_VIA_NFKB","SOCS3"
"70","HALLMARK_TNFA_SIGNALING_VIA_NFKB","SLC2A6"
"71","HALLMARK_TNFA_SIGNALING_VIA_NFKB","PTGER4"
"72","HALLMARK_TNFA_SIGNALING_VIA_NFKB","DUSP5"
"73","HALLMARK_TNFA_SIGNALING_VIA_NFKB","SERPINB2"
"74","HALLMARK_TNFA_SIGNALING_VIA_NFKB","NFIL3"
"75","HALLMARK_TNFA_SIGNALING_VIA_NFKB","SERPINE1"
"76","HALLMARK_TNFA_SIGNALING_VIA_NFKB","TRIB1"
"77","HALLMARK_TNFA_SIGNALING_VIA_NFKB","TIPARP"
"78","HALLMARK_TNFA_SIGNALING_VIA_NFKB","RELA"
"79","HALLMARK_TNFA_SIGNALING_VIA_NFKB","BIRC2"
"80","HALLMARK_TNFA_SIGNALING_VIA_NFKB","CXCL6"
"81","HALLMARK_TNFA_SIGNALING_VIA_NFKB","LITAF"
"82","HALLMARK_TNFA_SIGNALING_VIA_NFKB","TNFAIP6"
"83","HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD44"
"84","HALLMARK_TNFA_SIGNALING_VIA_NFKB","INHBA"
"85","HALLMARK_TNFA_SIGNALING_VIA_NFKB","PLAU"
"86","HALLMARK_TNFA_SIGNALING_VIA_NFKB","MYC"
"87","HALLMARK_TNFA_SIGNALING_VIA_NFKB","TNFRSF9"
"88","HALLMARK_TNFA_SIGNALING_VIA_NFKB","SGK1"
"89","HALLMARK_TNFA_SIGNALING_VIA_NFKB","TNIP1"
"90","HALLMARK_TNFA_SIGNALING_VIA_NFKB","NAMPT"
"91","HALLMARK_TNFA_SIGNALING_VIA_NFKB","FOSL2"
"92","HALLMARK_TNFA_SIGNALING_VIA_NFKB","PNRC1"
"93","HALLMARK_TNFA_SIGNALING_VIA_NFKB","ID2"
"94","HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD69"
"95","HALLMARK_TNFA_SIGNALING_VIA_NFKB","IL7R"
"96","HALLMARK_TNFA_SIGNALING_VIA_NFKB","EFNA1"
"97","HALLMARK_TNFA_SIGNALING_VIA_NFKB","PHLDA2"
"98","HALLMARK_TNFA_SIGNALING_VIA_NFKB","PFKFB3"
"99","HALLMARK_TNFA_SIGNALING_VIA_NFKB","CCL5"
"100","HALLMARK_TNFA_SIGNALING_VIA_NFKB","YRDC"
"101","HALLMARK_TNFA_SIGNALING_VIA_NFKB","IFNGR2"
"102","HALLMARK_TNFA_SIGNALING_VIA_NFKB","SQSTM1"
"103","HALLMARK_TNFA_SIGNALING_VIA_NFKB","BTG3"
"104","HALLMARK_TNFA_SIGNALING_VIA_NFKB","GADD45B"
"105","HALLMARK_TNFA_SIGNALING_VIA_NFKB","KYNU"
"106","HALLMARK_TNFA_SIGNALING_VIA_NFKB","G0S2"
"107","HALLMARK_TNFA_SIGNALING_VIA_NFKB","BTG1"
"108","HALLMARK_TNFA_SIGNALING_VIA_NFKB","MCL1"
"109","HALLMARK_TNFA_SIGNALING_VIA_NFKB","VEGFA"
"110","HALLMARK_TNFA_SIGNALING_VIA_NFKB","MAP2K3"
"111","HALLMARK_TNFA_SIGNALING_VIA_NFKB","CDKN1A"
"112","HALLMARK_TNFA_SIGNALING_VIA_NFKB","CCN1"
"113","HALLMARK_TNFA_SIGNALING_VIA_NFKB","TANK"
"114","HALLMARK_TNFA_SIGNALING_VIA_NFKB","IFIT2"
"115","HALLMARK_TNFA_SIGNALING_VIA_NFKB","IL18"
"116","HALLMARK_TNFA_SIGNALING_VIA_NFKB","TUBB2A"
"117","HALLMARK_TNFA_SIGNALING_VIA_NFKB","IRF1"
"118","HALLMARK_TNFA_SIGNALING_VIA_NFKB","FOS"
"119","HALLMARK_TNFA_SIGNALING_VIA_NFKB","OLR1"
"120","HALLMARK_TNFA_SIGNALING_VIA_NFKB","RHOB"
"121","HALLMARK_TNFA_SIGNALING_VIA_NFKB","AREG"
"122","HALLMARK_TNFA_SIGNALING_VIA_NFKB","NINJ1"
"123","HALLMARK_TNFA_SIGNALING_VIA_NFKB","ZBTB10"
"124","HALLMARK_TNFA_SIGNALING_VIA_NFKB","PLPP3"
"125","HALLMARK_TNFA_SIGNALING_VIA_NFKB","KLF4"
"126","HALLMARK_TNFA_SIGNALING_VIA_NFKB","CXCL11"
"127","HALLMARK_TNFA_SIGNALING_VIA_NFKB","SAT1"
"128","HALLMARK_TNFA_SIGNALING_VIA_NFKB","CSF1"
"129","HALLMARK_TNFA_SIGNALING_VIA_NFKB","GPR183"
"130","HALLMARK_TNFA_SIGNALING_VIA_NFKB","PMEPA1"
"131","HALLMARK_TNFA_SIGNALING_VIA_NFKB","PTPRE"
"132","HALLMARK_TNFA_SIGNALING_VIA_NFKB","TLR2"
"133","HALLMARK_TNFA_SIGNALING_VIA_NFKB","ACKR3"
"134","HALLMARK_TNFA_SIGNALING_VIA_NFKB","KLF10"
"135","HALLMARK_TNFA_SIGNALING_VIA_NFKB","MARCKS"
"136","HALLMARK_TNFA_SIGNALING_VIA_NFKB","LAMB3"
"137","HALLMARK_TNFA_SIGNALING_VIA_NFKB","CEBPB"
"138","HALLMARK_TNFA_SIGNALING_VIA_NFKB","TRIP10"
"139","HALLMARK_TNFA_SIGNALING_VIA_NFKB","F2RL1"
"140","HALLMARK_TNFA_SIGNALING_VIA_NFKB","KLF9"
"141","HALLMARK_TNFA_SIGNALING_VIA_NFKB","LDLR"
"142","HALLMARK_TNFA_SIGNALING_VIA_NFKB","TGIF1"
"143","HALLMARK_TNFA_SIGNALING_VIA_NFKB","RNF19B"
"144","HALLMARK_TNFA_SIGNALING_VIA_NFKB","DRAM1"
"145","HALLMARK_TNFA_SIGNALING_VIA_NFKB","B4GALT1"
"146","HALLMARK_TNFA_SIGNALING_VIA_NFKB","DNAJB4"
"147","HALLMARK_TNFA_SIGNALING_VIA_NFKB","CSF2"
"148","HALLMARK_TNFA_SIGNALING_VIA_NFKB","PDE4B"
"149","HALLMARK_TNFA_SIGNALING_VIA_NFKB","SNN"
"150","HALLMARK_TNFA_SIGNALING_VIA_NFKB","PLEK"
"151","HALLMARK_TNFA_SIGNALING_VIA_NFKB","STAT5A"
"152","HALLMARK_TNFA_SIGNALING_VIA_NFKB","DENND5A"
"153","HALLMARK_TNFA_SIGNALING_VIA_NFKB","CCND1"
"154","HALLMARK_TNFA_SIGNALING_VIA_NFKB","DDX58"
"155","HALLMARK_TNFA_SIGNALING_VIA_NFKB","SPHK1"
"156","HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD80"
"157","HALLMARK_TNFA_SIGNALING_VIA_NFKB","TNFAIP8"
"158","HALLMARK_TNFA_SIGNALING_VIA_NFKB","CCNL1"
"159","HALLMARK_TNFA_SIGNALING_VIA_NFKB","FUT4"
"160","HALLMARK_TNFA_SIGNALING_VIA_NFKB","CCRL2"
"161","HALLMARK_TNFA_SIGNALING_VIA_NFKB","SPSB1"
"162","HALLMARK_TNFA_SIGNALING_VIA_NFKB","TSC22D1"
"163","HALLMARK_TNFA_SIGNALING_VIA_NFKB","B4GALT5"
"164","HALLMARK_TNFA_SIGNALING_VIA_NFKB","SIK1"
"165","HALLMARK_TNFA_SIGNALING_VIA_NFKB","CLCF1"
"166","HALLMARK_TNFA_SIGNALING_VIA_NFKB","NFE2L2"
"167","HALLMARK_TNFA_SIGNALING_VIA_NFKB","FOSB"
"168","HALLMARK_TNFA_SIGNALING_VIA_NFKB","PER1"
"169","HALLMARK_TNFA_SIGNALING_VIA_NFKB","NFAT5"
"170","HALLMARK_TNFA_SIGNALING_VIA_NFKB","ATP2B1"
"171","HALLMARK_TNFA_SIGNALING_VIA_NFKB","IL12B"
"172","HALLMARK_TNFA_SIGNALING_VIA_NFKB","IL6ST"
"173","HALLMARK_TNFA_SIGNALING_VIA_NFKB","SLC16A6"
"174","HALLMARK_TNFA_SIGNALING_VIA_NFKB","ABCA1"
"175","HALLMARK_TNFA_SIGNALING_VIA_NFKB","HES1"
"176","HALLMARK_TNFA_SIGNALING_VIA_NFKB","BCL6"
"177","HALLMARK_TNFA_SIGNALING_VIA_NFKB","IRS2"
"178","HALLMARK_TNFA_SIGNALING_VIA_NFKB","SLC2A3"
"179","HALLMARK_TNFA_SIGNALING_VIA_NFKB","CEBPD"
"180","HALLMARK_TNFA_SIGNALING_VIA_NFKB","IL23A"
"181","HALLMARK_TNFA_SIGNALING_VIA_NFKB","SMAD3"
"182","HALLMARK_TNFA_SIGNALING_VIA_NFKB","TAP1"
"183","HALLMARK_TNFA_SIGNALING_VIA_NFKB","MSC"
"184","HALLMARK_TNFA_SIGNALING_VIA_NFKB","IFIH1"
"185","HALLMARK_TNFA_SIGNALING_VIA_NFKB","IL15RA"
"186","HALLMARK_TNFA_SIGNALING_VIA_NFKB","TNIP2"
"187","HALLMARK_TNFA_SIGNALING_VIA_NFKB","BCL3"
"188","HALLMARK_TNFA_SIGNALING_VIA_NFKB","PANX1"
"189","HALLMARK_TNFA_SIGNALING_VIA_NFKB","FJX1"
"190","HALLMARK_TNFA_SIGNALING_VIA_NFKB","EDN1"
"191","HALLMARK_TNFA_SIGNALING_VIA_NFKB","EIF1"
"192","HALLMARK_TNFA_SIGNALING_VIA_NFKB","BMP2"
"193","HALLMARK_TNFA_SIGNALING_VIA_NFKB","DUSP4"
"194","HALLMARK_TNFA_SIGNALING_VIA_NFKB","PDLIM5"
"195","HALLMARK_TNFA_SIGNALING_VIA_NFKB","ICOSLG"
"196","HALLMARK_TNFA_SIGNALING_VIA_NFKB","GFPT2"
"197","HALLMARK_TNFA_SIGNALING_VIA_NFKB","KLF2"
"198","HALLMARK_TNFA_SIGNALING_VIA_NFKB","TNC"
"199","HALLMARK_TNFA_SIGNALING_VIA_NFKB","SERPINB8"
"200","HALLMARK_TNFA_SIGNALING_VIA_NFKB","MXD1"
"201","HALLMARK_HYPOXIA","PGK1"
"202","HALLMARK_HYPOXIA","PDK1"
"203","HALLMARK_HYPOXIA","GBE1"
"204","HALLMARK_HYPOXIA","PFKL"
"205","HALLMARK_HYPOXIA","ALDOA"
"206","HALLMARK_HYPOXIA","ENO2"
"207","HALLMARK_HYPOXIA","PGM1"
"208","HALLMARK_HYPOXIA","NDRG1"
"209","HALLMARK_HYPOXIA","HK2"
"210","HALLMARK_HYPOXIA","ALDOC"
"211","HALLMARK_HYPOXIA","GPI"
"212","HALLMARK_HYPOXIA","MXI1"
"213","HALLMARK_HYPOXIA","SLC2A1"
"214","HALLMARK_HYPOXIA","P4HA1"
"215","HALLMARK_HYPOXIA","ADM"
"216","HALLMARK_HYPOXIA","P4HA2"
"217","HALLMARK_HYPOXIA","ENO1"
"218","HALLMARK_HYPOXIA","PFKP"
"219","HALLMARK_HYPOXIA","AK4"
"220","HALLMARK_HYPOXIA","FAM162A"
"221","HALLMARK_HYPOXIA","PFKFB3"
"222","HALLMARK_HYPOXIA","VEGFA"
"223","HALLMARK_HYPOXIA","BNIP3L"
"224","HALLMARK_HYPOXIA","TPI1"
"225","HALLMARK_HYPOXIA","ERO1A"
"226","HALLMARK_HYPOXIA","KDM3A"
"227","HALLMARK_HYPOXIA","CCNG2"
"228","HALLMARK_HYPOXIA","LDHA"
"229","HALLMARK_HYPOXIA","GYS1"
"230","HALLMARK_HYPOXIA","GAPDH"
"231","HALLMARK_HYPOXIA","BHLHE40"
"232","HALLMARK_HYPOXIA","ANGPTL4"
"233","HALLMARK_HYPOXIA","JUN"
"234","HALLMARK_HYPOXIA","SERPINE1"
"235","HALLMARK_HYPOXIA","LOX"
"236","HALLMARK_HYPOXIA","GCK"
"237","HALLMARK_HYPOXIA","PPFIA4"
"238","HALLMARK_HYPOXIA","MAFF"
"239","HALLMARK_HYPOXIA","DDIT4"
"240","HALLMARK_HYPOXIA","SLC2A3"
"241","HALLMARK_HYPOXIA","IGFBP3"
"242","HALLMARK_HYPOXIA","NFIL3"
"243","HALLMARK_HYPOXIA","FOS"
"244","HALLMARK_HYPOXIA","RBPJ"
"245","HALLMARK_HYPOXIA","HK1"
"246","HALLMARK_HYPOXIA","CITED2"
"247","HALLMARK_HYPOXIA","ISG20"
"248","HALLMARK_HYPOXIA","GALK1"
"249","HALLMARK_HYPOXIA","WSB1"
"250","HALLMARK_HYPOXIA","PYGM"
"251","HALLMARK_HYPOXIA","STC1"
"252","HALLMARK_HYPOXIA","ZNF292"
"253","HALLMARK_HYPOXIA","BTG1"
"254","HALLMARK_HYPOXIA","PLIN2"
"255","HALLMARK_HYPOXIA","CSRP2"
"256","HALLMARK_HYPOXIA","VLDLR"
"257","HALLMARK_HYPOXIA","JMJD6"
"258","HALLMARK_HYPOXIA","EXT1"
"259","HALLMARK_HYPOXIA","F3"
"260","HALLMARK_HYPOXIA","PDK3"
"261","HALLMARK_HYPOXIA","ANKZF1"
"262","HALLMARK_HYPOXIA","UGP2"
"263","HALLMARK_HYPOXIA","ALDOB"
"264","HALLMARK_HYPOXIA","STC2"
"265","HALLMARK_HYPOXIA","ERRFI1"
"266","HALLMARK_HYPOXIA","ENO3"
"267","HALLMARK_HYPOXIA","PNRC1"
"268","HALLMARK_HYPOXIA","HMOX1"
"269","HALLMARK_HYPOXIA","PGF"
"270","HALLMARK_HYPOXIA","GAPDHS"
"271","HALLMARK_HYPOXIA","CHST2"
"272","HALLMARK_HYPOXIA","TMEM45A"
"273","HALLMARK_HYPOXIA","BCAN"
"274","HALLMARK_HYPOXIA","ATF3"
"275","HALLMARK_HYPOXIA","CAV1"
"276","HALLMARK_HYPOXIA","AMPD3"
"277","HALLMARK_HYPOXIA","GPC3"
"278","HALLMARK_HYPOXIA","NDST1"
"279","HALLMARK_HYPOXIA","IRS2"
"280","HALLMARK_HYPOXIA","SAP30"
"281","HALLMARK_HYPOXIA","GAA"
"282","HALLMARK_HYPOXIA","SDC4"
"283","HALLMARK_HYPOXIA","STBD1"
"284","HALLMARK_HYPOXIA","IER3"
"285","HALLMARK_HYPOXIA","PKLR"
"286","HALLMARK_HYPOXIA","IGFBP1"
"287","HALLMARK_HYPOXIA","PLAUR"
"288","HALLMARK_HYPOXIA","CAVIN3"
"289","HALLMARK_HYPOXIA","CCN5"
"290","HALLMARK_HYPOXIA","LARGE1"
"291","HALLMARK_HYPOXIA","NOCT"
"292","HALLMARK_HYPOXIA","S100A4"
"293","HALLMARK_HYPOXIA","RRAGD"
"294","HALLMARK_HYPOXIA","ZFP36"
"295","HALLMARK_HYPOXIA","EGFR"
"296","HALLMARK_HYPOXIA","EDN2"
"297","HALLMARK_HYPOXIA","IDS"
"298","HALLMARK_HYPOXIA","CDKN1A"
"299","HALLMARK_HYPOXIA","RORA"
"300","HALLMARK_HYPOXIA","DUSP1"
"301","HALLMARK_HYPOXIA","MIF"
"302","HALLMARK_HYPOXIA","PPP1R3C"
"303","HALLMARK_HYPOXIA","DPYSL4"
"304","HALLMARK_HYPOXIA","KDELR3"
"305","HALLMARK_HYPOXIA","DTNA"
"306","HALLMARK_HYPOXIA","ADORA2B"
"307","HALLMARK_HYPOXIA","HS3ST1"
"308","HALLMARK_HYPOXIA","CAVIN1"
"309","HALLMARK_HYPOXIA","NR3C1"
"310","HALLMARK_HYPOXIA","KLF6"
"311","HALLMARK_HYPOXIA","GPC4"
"312","HALLMARK_HYPOXIA","CCN1"
"313","HALLMARK_HYPOXIA","TNFAIP3"
"314","HALLMARK_HYPOXIA","CA12"
"315","HALLMARK_HYPOXIA","HEXA"
"316","HALLMARK_HYPOXIA","BGN"
"317","HALLMARK_HYPOXIA","PPP1R15A"
"318","HALLMARK_HYPOXIA","PGM2"
"319","HALLMARK_HYPOXIA","PIM1"
"320","HALLMARK_HYPOXIA","PRDX5"
"321","HALLMARK_HYPOXIA","NAGK"
"322","HALLMARK_HYPOXIA","CDKN1B"
"323","HALLMARK_HYPOXIA","BRS3"
"324","HALLMARK_HYPOXIA","TKTL1"
"325","HALLMARK_HYPOXIA","MT1E"
"326","HALLMARK_HYPOXIA","ATP7A"
"327","HALLMARK_HYPOXIA","MT2A"
"328","HALLMARK_HYPOXIA","SDC3"
"329","HALLMARK_HYPOXIA","TIPARP"
"330","HALLMARK_HYPOXIA","PKP1"
"331","HALLMARK_HYPOXIA","ANXA2"
"332","HALLMARK_HYPOXIA","PGAM2"
"333","HALLMARK_HYPOXIA","DDIT3"
"334","HALLMARK_HYPOXIA","PRKCA"
"335","HALLMARK_HYPOXIA","SLC37A4"
"336","HALLMARK_HYPOXIA","CXCR4"
"337","HALLMARK_HYPOXIA","EFNA3"
"338","HALLMARK_HYPOXIA","CP"
"339","HALLMARK_HYPOXIA","KLF7"
"340","HALLMARK_HYPOXIA","CCN2"
"341","HALLMARK_HYPOXIA","CHST3"
"342","HALLMARK_HYPOXIA","TPD52"
"343","HALLMARK_HYPOXIA","LXN"
"344","HALLMARK_HYPOXIA","B4GALNT2"
"345","HALLMARK_HYPOXIA","PPARGC1A"
"346","HALLMARK_HYPOXIA","BCL2"
"347","HALLMARK_HYPOXIA","GCNT2"
"348","HALLMARK_HYPOXIA","HAS1"
"349","HALLMARK_HYPOXIA","KLHL24"
"350","HALLMARK_HYPOXIA","SCARB1"
"351","HALLMARK_HYPOXIA","SLC25A1"
"352","HALLMARK_HYPOXIA","SDC2"
"353","HALLMARK_HYPOXIA","CASP6"
"354","HALLMARK_HYPOXIA","VHL"
"355","HALLMARK_HYPOXIA","FOXO3"
"356","HALLMARK_HYPOXIA","PDGFB"
"357","HALLMARK_HYPOXIA","B3GALT6"
"358","HALLMARK_HYPOXIA","SLC2A5"
"359","HALLMARK_HYPOXIA","SRPX"
"360","HALLMARK_HYPOXIA","EFNA1"
"361","HALLMARK_HYPOXIA","GLRX"
"362","HALLMARK_HYPOXIA","ACKR3"
"363","HALLMARK_HYPOXIA","PAM"
"364","HALLMARK_HYPOXIA","TGFBI"
"365","HALLMARK_HYPOXIA","DCN"
"366","HALLMARK_HYPOXIA","SIAH2"
"367","HALLMARK_HYPOXIA","PLAC8"
"368","HALLMARK_HYPOXIA","FBP1"
"369","HALLMARK_HYPOXIA","TPST2"
"370","HALLMARK_HYPOXIA","PHKG1"
"371","HALLMARK_HYPOXIA","MYH9"
"372","HALLMARK_HYPOXIA","CDKN1C"
"373","HALLMARK_HYPOXIA","GRHPR"
"374","HALLMARK_HYPOXIA","PCK1"
"375","HALLMARK_HYPOXIA","INHA"
"376","HALLMARK_HYPOXIA","HSPA5"
"377","HALLMARK_HYPOXIA","NDST2"
"378","HALLMARK_HYPOXIA","NEDD4L"
"379","HALLMARK_HYPOXIA","TPBG"
"380","HALLMARK_HYPOXIA","XPNPEP1"
"381","HALLMARK_HYPOXIA","IL6"
"382","HALLMARK_HYPOXIA","SLC6A6"
"383","HALLMARK_HYPOXIA","MAP3K1"
"384","HALLMARK_HYPOXIA","LDHC"
"385","HALLMARK_HYPOXIA","AKAP12"
"386","HALLMARK_HYPOXIA","TES"
"387","HALLMARK_HYPOXIA","KIF5A"
"388","HALLMARK_HYPOXIA","LALBA"
"389","HALLMARK_HYPOXIA","COL5A1"
"390","HALLMARK_HYPOXIA","GPC1"
"391","HALLMARK_HYPOXIA","HDLBP"
"392","HALLMARK_HYPOXIA","ILVBL"
"393","HALLMARK_HYPOXIA","NCAN"
"394","HALLMARK_HYPOXIA","TGM2"
"395","HALLMARK_HYPOXIA","ETS1"
"396","HALLMARK_HYPOXIA","HOXB9"
"397","HALLMARK_HYPOXIA","SELENBP1"
"398","HALLMARK_HYPOXIA","FOSL2"
"399","HALLMARK_HYPOXIA","SULT2B1"
"400","HALLMARK_HYPOXIA","TGFB3"
"401","HALLMARK_CHOLESTEROL_HOMEOSTASIS","FDPS"
"402","HALLMARK_CHOLESTEROL_HOMEOSTASIS","CYP51A1"
"403","HALLMARK_CHOLESTEROL_HOMEOSTASIS","IDI1"
"404","HALLMARK_CHOLESTEROL_HOMEOSTASIS","FDFT1"
"405","HALLMARK_CHOLESTEROL_HOMEOSTASIS","DHCR7"
"406","HALLMARK_CHOLESTEROL_HOMEOSTASIS","SQLE"
"407","HALLMARK_CHOLESTEROL_HOMEOSTASIS","HMGCS1"
"408","HALLMARK_CHOLESTEROL_HOMEOSTASIS","NSDHL"
"409","HALLMARK_CHOLESTEROL_HOMEOSTASIS","LSS"
"410","HALLMARK_CHOLESTEROL_HOMEOSTASIS","MVD"
"411","HALLMARK_CHOLESTEROL_HOMEOSTASIS","LDLR"
"412","HALLMARK_CHOLESTEROL_HOMEOSTASIS","TM7SF2"
"413","HALLMARK_CHOLESTEROL_HOMEOSTASIS","ALDOC"
"414","HALLMARK_CHOLESTEROL_HOMEOSTASIS","EBP"
"415","HALLMARK_CHOLESTEROL_HOMEOSTASIS","SCD"
"416","HALLMARK_CHOLESTEROL_HOMEOSTASIS","PMVK"
"417","HALLMARK_CHOLESTEROL_HOMEOSTASIS","MVK"
"418","HALLMARK_CHOLESTEROL_HOMEOSTASIS","LPL"
"419","HALLMARK_CHOLESTEROL_HOMEOSTASIS","SC5D"
"420","HALLMARK_CHOLESTEROL_HOMEOSTASIS","FADS2"
"421","HALLMARK_CHOLESTEROL_HOMEOSTASIS","HMGCR"
"422","HALLMARK_CHOLESTEROL_HOMEOSTASIS","HSD17B7"
"423","HALLMARK_CHOLESTEROL_HOMEOSTASIS","ANXA13"
"424","HALLMARK_CHOLESTEROL_HOMEOSTASIS","SREBF2"
"425","HALLMARK_CHOLESTEROL_HOMEOSTASIS","PCYT2"
"426","HALLMARK_CHOLESTEROL_HOMEOSTASIS","ACSS2"
"427","HALLMARK_CHOLESTEROL_HOMEOSTASIS","ATF3"
"428","HALLMARK_CHOLESTEROL_HOMEOSTASIS","ADH4"
"429","HALLMARK_CHOLESTEROL_HOMEOSTASIS","ETHE1"
"430","HALLMARK_CHOLESTEROL_HOMEOSTASIS","ECH1"
"431","HALLMARK_CHOLESTEROL_HOMEOSTASIS","CBS"
"432","HALLMARK_CHOLESTEROL_HOMEOSTASIS","GUSB"
"433","HALLMARK_CHOLESTEROL_HOMEOSTASIS","FASN"
"434","HALLMARK_CHOLESTEROL_HOMEOSTASIS","LGALS3"
"435","HALLMARK_CHOLESTEROL_HOMEOSTASIS","ATF5"
"436","HALLMARK_CHOLESTEROL_HOMEOSTASIS","ANXA5"
"437","HALLMARK_CHOLESTEROL_HOMEOSTASIS","TP53INP1"
"438","HALLMARK_CHOLESTEROL_HOMEOSTASIS","CHKA"
"439","HALLMARK_CHOLESTEROL_HOMEOSTASIS","GSTM2"
"440","HALLMARK_CHOLESTEROL_HOMEOSTASIS","ACAT2"
"441","HALLMARK_CHOLESTEROL_HOMEOSTASIS","AVPR1A"
