"","MOCC-000B","MOCC-000X","MOCC-002B","MOCC-000S","MOCC-000V","MOCC-001G","MOCC-001K","MOCC-002C","MOCC-001O","MOCC-002D","MOCC-0027","MOCC-0014","MOCC-000Y","MOCC-000E","MOCC-002Y","MOCC-002F","MOCC-000L","MOCC-0017","MOCC-0005","MOCC-000M","MOCC-0009","MOCC-0021","MOCC-001R","MOCC-001D","MOCC-001M","MOCC-002T","MOCC-001Z","MOCC-000Z","MOCC-0018","MOCC-001U","MOCC-0007","MOCC-001V","MOCC-000F","MOCC-0023","MOCC-000T","MOCC-000W","MOCC-0019","MOCC-001C","MOCC-000Q","MOCC-001H","MOCC-0004","MOCC-0016","MOCC-0024","MOCC-000K","MOCC-0015","MOCC-000G","MOCC-0012","MOCC-0010","MOCC-000R","MOCC-000H","MOCC-000C","MOCC-0025","MOCC-001W","MOCC-001X","MOCC-000U","MOCC-001J","MOCC-001I","MOCC-001E","MOCC-001A","MOCC-002A","MOCC-000A","MOCC-001S","MOCC-001Y","MOCC-000N","MOCC-0008","MOCC-002S","MOCC-0022","MOCC-002R","MOCC-0003","MOCC-001P","MOCC-002Q","MOCC-0020","MOCC-0026","MOCC-001F","MOCC-002I","MOCC-0029","MOCC-001Q","MOCC-0001","MOCC-002E","MOCC-0006","MOCC-001B","MOCC-0002","MOCC-001T","MOCC-002G","MOCC-001L","MOCC-000J","MOCC-0013","MOCC-001N","MOCC-000I","MOCC-002M","MOCC-0011","MOCC-000D","MOCC-002K","MOCC-002L","MOCC-002H","MOCC-0034","MOCC-0032","MOCC-002J"
"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SNRPB2",5.32337006906127,5.38646609286931,5.80812758745547,5.41920177384876,6.33503298658685,5.35966172233388,6.52465924141292,5.89457527317528,6.59857363778299,6.22091032164872,6.14812063112396,6.49936756634913,6.40480096395117,5.27984269352035,6.78096619757708,6.28447711781042,5.62614706360372,6.23016457788425,6.10013667128545,6.1106138055009,5.3019533951261,7.14588121129242,6.09169983413681,6.56407325573694,6.46581125447608,6.57818396809009,6.93251005337989,5.9126498648972,6.57697555420653,7.07146236255662,6.56651075585788,5.71534429535891,5.60021027442009,6.64313466185726,5.70597790168252,6.50890397900067,5.16751850373522,6.13072499111887,6.08894720461877,5.87455108689664,6.60644222813161,6.38750040648098,5.63662462054365,5.76579992328513,4.78083500173823,6.26397335480341,6.06995989045977,6.17412673742093,4.99276843076892,5.9676297534662,6.15441308517497,5.9413411054853,5.55428186262639,6.11748726632592,5.47411151394241,5.68594014844598,6.6130895830383,6.71877259182719,5.86046625851717,6.75127624861109,5.55397480823747,6.58841482364418,6.70431867776083,6.08958289312471,6.43329332581501,6.8729518511301,6.19100984858729,6.33556900555675,7.29222959190495,6.55213110825378,6.68088692071969,6.48252564076792,6.78280168769857,6.05224198118114,6.51080372035832,6.20633064787105,7.12948910151655,6.92943596017752,5.83541884047548,6.01346225980656,6.40582222051167,5.98139603197215,6.30213623462205,5.62234472272424,5.9923152518612,6.23381138429316,5.70818723602071,4.76022094646651,5.56468301696364,6.83137058796754,6.79337571126475,5.22380865860602,6.04897722522605,6.0496307677246,3.86591881455221,6.88837796340678,6.66902676550963,7.05831649559082
"LCP2",1.30451104180995,2.99276843076892,3.74416109557041,3.51853513898218,4.61706334388818,3.41683974191283,2.63459326844576,4.44228003525258,3.17312743348066,4.36036427654347,2.95419631038688,3.27202318906105,1.92599941855622,2.93922657772821,2.46988597627446,3.17152710603881,2.21412480535285,2.33628338786443,5.01613970265525,3.48542682717024,4.3305584000308,2.28983446517751,4.4757334309664,4.68537955195908,3.32337006906127,4.05398016818765,4.03210084316702,3.73552217729654,5.16551001804135,3.84799690655495,5.48992821940518,2.32481060342048,3.1243281350022,4.66277517193778,2.63923216324928,3.95419631038688,3.18428029441938,5.16269343221124,4.90159099190337,3.98367769469807,3.9560566524124,4.89578731646331,4.61706334388818,4.46139758992616,4.79129314859221,6.15218341905505,4.88801258540283,5.95559179175399,4.98002530023873,4,4.83592407425437,4.02147972741045,5.63691458035588,5.22303633790187,2.9429835981871,3.40871186102943,4.88801258540283,3.52732060787705,2.82171021503467,3.25701061820602,3.51222688651396,2.53106949272595,3.08915913191124,4.13832300405648,4.36106648879432,3.17791779219584,3.71479501111816,2.6507645591169,2.19219416528334,4.1168637576909,3.47897180503294,4.05484847699562,3.83592407425437,3.93922657772821,2.31324585178756,2.56071495447448,3.6724253419715,2.48026512205446,3.95419631038688,3.72683121703249,3.70597790168252,3.38543103719352,4.27052894238072,3.96347412397489,3.27798474729977,4.22187708107703,4.86195536414487,3.77082904603249,4.8109571587378,4.52230689287139,3.39780296186249,4.70321146739115,4.09592441999854,2.16027483140859,2.12101540096137,5.22573765346606,3.06004738366994,2.67355642399014
"SMC4",3.64385618977472,5.11727946005392,5.33306587807636,6.5581145385984,5.94532677726463,6.13668357769724,6.6873406873783,6.13175409098481,7.63219549718296,5.5413289770456,6.50684309896982,6.10559427579519,5.7894684369412,7.83522933218339,7.46016917185669,7.20055535723212,6.43195718768673,4.91025296279928,5.75888943272096,6.36089096777204,6.0241423458978,5.21529030565123,6.86393845042397,5.46630082917934,6.13750352374993,5.50874555424447,6.32499056912157,7.07156962214114,6.59350317242411,6.73687542290827,6.80348537559595,8.17617314910749,7.03573386705259,5.88533031547617,7.22486992494269,6.87872534148011,6.78528898070402,4.96254902292306,6.91790907385298,7.56605403817109,9.09048297263333,6.537140729805,6.50969584193339,5.57863686247174,7.60940039000643,6.76526952069059,6.58225490835766,5.79519549081701,6.915759896038,5.9609286673117,5.97865326490861,6.52950864107431,6.08618931310448,6.47783920078185,6.35579154675365,4.44294349584873,6.07446262070454,7.05028401430171,5.19731499947382,5.89166220799394,5.78083500173823,6.33342373372519,4.83187724119167,6.65635335245763,7.54194842533373,7.58811494938808,7.81179210747703,8.05988520110095,9.14842573740424,5.80271021929134,7.70300377081365,4.25171909260596,6.23783136909528,5.62497817956904,8.48498396775894,5.24031432933371,7.3271484082987,7.10433665981474,4.73552217729654,7.05093696522523,6.42576140119084,5.81506301719287,6.77676200178623,7.47476049957678,7.58983837577219,5.76765479823735,6.25682196896863,9.12894806671653,6.55673594791453,8.65756855459538,5.22071689199892,5.98504496225347,6.73795710621359,6.66192057913509,6.62366205202674,7.3720814835345,5.58526303088387,8.27015513876653
"FCER1G",4.62877359520165,5.21101219348551,8.08698539992782,6.41023933077602,7.28336621294992,6.72137265947682,4.1407786557828,7.65542338909177,6.54070926267143,7.54674015270091,5.96347412397489,6.29130885982897,4.83945576522463,7.12804589092299,5.98527271425345,5.91838623444635,5.84348142543246,5.93569546303184,7.77761697117882,6.94251450533924,7.08968881398235,5.71121955689433,7.30314143785827,8.71836162613836,6.96370530657948,7.7019648391759,5.88849973551412,7.57167680997093,8.89999126712694,8.30820249102475,8.03017052094044,4.7235585614721,6.64975914663296,8.71132281921136,6.60184505651104,5.33771109212829,7.07489072012634,8.53702421586357,7.78940322596459,7.09360242879573,6.8522485895654,8.64317074682471,7.9560566524124,7.06004738366994,7.94368695159709,9.23962239497465,8.46401472450489,9.2593901956038,8.27793826797371,7.34447345945636,6.11665586158262,5.57228336665041,8.52798518309494,9.26007271596638,6.23687524536694,7.58233018791316,8.72352443221147,6.43529521564717,6.71232064074163,6.31179371775365,6.29994062982407,5.94251450533924,6.0686708106651,6.99016070590942,7.83314309635834,4.60644222813161,7.82483148507807,5.85623875989708,5.46303385531749,7.16671544496642,7.35111591743308,5.89893387178018,8.04308198189566,7.4898479604393,4.60229058486114,6.32427057158154,6.6167693662935,7.17971008387062,6.14628863717507,7.44700054790705,7.37877170107931,6.33735429849697,7.1936731952877,7.57076649652761,6.92777796208234,6.9624333435708,8.46143851918672,7.65349000917199,7.6818006194096,7.14200491598488,7.17392693199981,6.82260269575654,6.64630668900955,4.42088657497553,5.28835856219366,6.9408714781892,4.08406426478847,5.34127418369217
"PARP9",4.17712050284652,4.31614574229336,5.58976348698498,4.76712507726907,6.1753249891849,5.39059890555246,5.73822740036724,5.81864608282254,6.45746296464855,5.82883464946806,4.69655030107857,5.35543919724869,3.83187724119167,5.40224465525408,4.56864019541922,6.06522762277562,6.47881005885408,5.8507494258965,5.86888427302877,5.75915583380027,4.97911075501579,4.89141918684608,6.13688860790307,6.76646265242577,6.69752363881355,6.02258974904011,5.42492208821069,7.38681094647222,7.03617361255349,6.86567141764843,5.98162436069636,5.92409988564074,6.40173284952262,5.71644223684332,6.39694722007283,6.19908336951041,5.95233356636969,6.09761079662642,7.26284654268607,6.48300957716455,6.26341005875634,7.39480564226532,6.69306872440728,5.7679195858018,5.76579992328513,6.06910063192283,6.77860284514321,6.31342726581369,7.58789000278423,5.9413411054853,5.4591036961354,6.19574129324645,5.82654848729092,6.83920378809694,4.16188768237689,5.7221927608959,5.34731131636529,4.87282875953489,4.18269229751619,5.82756500665014,5.37399614213124,6.05484847699562,3.60169651648096,6.44972643325318,6.45203527354619,7.02967373462642,6.78384949167809,5.09423606984577,4.48349335128439,5.61087719947195,6.00607356726189,4.55887985347544,5.0703893278914,5.18745105402733,5.22689381357139,5.94649694120329,6.81031456149726,5.65906827484323,3.78659636189081,7.17362717197361,6.122258567812,3.58976348698498,6.12329372251013,6.86542397831313,6.55673594791453,5.99140846676479,6.51806297565252,4.86641348112345,6.05332859344979,5.89093302170554,4.66732447027863,5.63430284166251,5.51506901403224,6.49105137636412,3.11603199344711,6.06995989045977,5.22804904788446,7.54689445988764
"DUSP22",4.78972925137577,4.68088692071969,4.86195536414487,4.90881290773955,4.41210404467757,4.49697358099828,6.14241343787374,4.61999982982136,5.42223300068305,4.799087306074,4.97911075501579,5.74227574754027,5.70293453197598,4.46597446450407,5.1509657835565,5.35579154675365,5.20750245925879,5.28132732965948,5.38577613826941,5.38301301548867,4.66163560233596,5.80992886572143,5.19574129324645,5.58676474335514,5.47702965301306,5.21529030565123,6.6130895830383,6.05853297020161,5.34056226902641,5.61176256006487,4.7371459197762,4.28835856219366,4.47053686509258,5.85124932023306,5.09254574154357,5.18942924580976,4.63226821549951,4.98550043030489,4.58616424593091,5.19219416528334,4.80426011563474,6.25776496857139,4.76500424625004,4.56559717585422,4.56803210477128,4.36737106564853,6.1278396000753,4.61176256006487,4.49825086752783,4.65992455840238,5.97452931248388,7.3231899010884,4.65306001710456,4.67976157351685,4.49633451341711,7.43562859405209,4.78083500173823,5.12639473762014,5.23725777090037,6.80671071796524,5.01836711554312,5.3305584000308,6.80167602925359,4.88898672118656,5.02812708231714,6.59872249967662,5.74362267606765,4.67976157351685,5.18269229751619,5.38818953715608,4.86591881455221,6.17592374206376,5.14282184411593,6.5077946401987,4.47897180503294,6.36439733732132,7.99548451887751,5.32481060342048,5.39609097039437,6.11748726632592,7.06350294230616,3.84799690655495,4.85049941375812,4.46205231879643,6.65306001710456,4.78868571061353,5.07809742302666,2.97636363573276,4.68481873755322,4.74308405554959,5.54843662469604,4.13175409098481,4.20945336562895,6.0036022366802,1.9560566524124,5.38543103719352,6.52622534560588,6.9505850568345
"DUT",6.76672765886312,5.82145511910246,7.0405637111587,6.38663852997474,7.07681559705083,6.4749227003798,7.70321146739115,6.952450058359,7.00876474486344,7.62964804418744,8.12742692986628,6.98447542490412,7.33351318376961,6.59768014371589,6.08640164588003,7.57523668403976,6.74079267227768,7.81499895293562,6.50287157457414,7.77472118161121,6.50525580093216,8.22376040067285,7.2045711442492,7.45030398982412,7.12505178270368,7.66006722293064,7.9297909977186,7.70099449416827,6.93840342367024,7.99525837340469,7.28835856219366,6.4535175792155,6.75261480413566,7.51877116271128,6.92955431573285,8.37221210918907,6.65349000917199,7.18418109580547,6.75955534320631,6.94122371299238,6.07809742302666,7.70873904135958,7.08799314636232,6.72873684336602,7.0503928599799,7.00461374728666,6.66987716048909,7.15279185163912,6.5845115880621,6.57712666130705,7.95279947789994,7.08342613943746,6.44592529857927,6.93168305705981,6.34784279363816,7.59245703726808,6.20339694854612,7.63908742334036,6.7614182590317,8.43137223790976,7.95559179175399,6.17392693199981,8.06716542701711,7.06942291384998,7.82908844400489,7.87528859822269,7.2019278587336,7.14567745519564,7.13267965364749,7.42827641439251,6.35720008486005,7.53838296003212,8.05647514876665,7.34429590791582,6.34624777408278,7.603477988254,7.57946679976157,8.12572341642569,7.53877093772463,8.02558254840032,8.07857781429839,5.81506301719287,6.92409988564074,7.1264979900833,7.50668444773076,7.04821438460804,7.27295630793511,5.20828313841252,6.72451385311995,6.91814767387683,7.68565987743181,6.79506558265962,6.09212284983868,6.47216280355037,3.92599941855622,6.93946167836279,7.54187100884149,7.20143782950403
"LY6E",9.03666816607746,5.84649331596456,9.39694722007283,7.42383025084048,8.76831667604906,7.6006563078263,8.18020754777021,8.91987634493112,9.95387632237379,9.46666790121095,8.82845387393048,9.27085594111239,6.89433274227769,8.45746296464855,7.59215800212536,9.69416632778814,9.71911497383057,9.32269432311648,8.4949755541425,8.6167693662935,9.8835597252632,7.19150343203351,8.55642941544957,8.6573541815237,10.0710734797012,8.77876709199163,7.3311856782348,11.4377676745648,9.91404123639483,9.79568254225166,9.39124358942744,9.34706765716587,9.99894295144309,10.3542383605507,10.007840218682,7.32517051237605,10.7998482254671,9.51926275483012,9.21991872044833,9.54434627840524,8.90986308979836,9.51228615464801,10.0352389930937,9.11818839159021,9.07929810141113,9.61423131997974,9.97988244075761,9.14404636961671,9.98423330343029,10.2318331760715,7.83187724119167,8.64299031296116,9.04034452321527,9.48169854037295,7.64169052255661,9.96227426931479,8.71421116737526,8.05858708377941,8.06183018965424,6.7338966052475,8.86074558292441,7.7707629870549,4.51664555778096,9.28306519561438,8.92448593073195,7.51262196142425,8.18755002806372,8.9684940049992,6.04001567884788,8.65495818251628,9.5848309990864,6.58781501278806,8.68302968532378,8.95501050521529,7.32939273070908,7.01156272689108,9.6202931499486,10.3580797233489,7.45302364652906,9.92709644618932,8.550823727067,7.70867007723323,9.39508422721968,9.10496560483998,10.2092583936656,8.93171260080712,9.15012806261499,5.25096157353322,9.36465997181476,9.04562316532876,8.08433006707028,9.51228615464801,7.52583397891035,9.60594243962537,4.62351574149055,8.68849510933947,6.01435529297707,8.00315244866692
"NMI",5.15825622881134,4.5957423394744,6.50858711208948,5.24564777363675,6.93993176472761,5.68985823631925,6.46336088581666,6.53122548505361,6.59976410307252,6.38404980679516,6.60659028037053,5.27686882997646,6.47670570666818,5.63226821549951,4.30524096595448,6.68523936879413,6.5957423394744,6.19849415363908,7.10601323762212,6.3931759143488,5.94930146832828,5.73633427697511,6.55903286774518,7.31124879044183,6.68074630031499,7.45145840978583,6.60510907383293,6.70846316507212,7.13226836577046,6.16027483140859,6.51191074867093,6.41345868800798,6.13811817761461,6.79428588796893,6.69209237542757,7.02713192953823,6.39386233997893,6.7371459197762,6.51696065989882,6.43128865429159,6.22187708107703,7.21422196634833,7.17402683816936,6.55182359572126,5.75355105460065,7.38145643014699,7.43329332581501,7.10685079645022,6.72696741670603,6.51538446063695,7.03232128705788,7.32939273070908,6.47864829453918,7.23160520814165,4.36457243229586,6.63095872467611,5.75622271284729,5.95163441683292,5.29902480738432,7.1585591993156,6.8293421939028,5.84874811461196,4.90544717873885,6.30268461411838,7.49585502688717,7.18556925608937,6.64414469993285,6.15825622881134,4.65191274464578,6.02856915219677,6.98151020085132,5.77320515698557,6.26434876335117,7.16611285740143,5.6873406873783,6.89299809305507,6.79025073883523,7.02270070424423,5.82578562746479,7.80503443985454,7.09444722169991,4.82068956055921,6.53729606709084,6.07167687375186,6.39163026151743,6.16932375323987,7.03287224946323,5.05701696536554,6.35843142862635,7.29737486052832,7.63241364113755,6.24298351610969,6.04854136569376,5.56102057782927,3.05831649559082,7.46817599465146,6.38956681176273,7.7371459197762
"MXD3",3.10768786931437,2.09761079662642,4.8293421939028,4.04001567884788,4.75274859140713,3.72900887033786,5.23342794374847,4.44294349584873,5.34908214639109,4.65019012349677,5.31867837373655,5.48767927890162,6.32876467228402,3.90881290773955,4.74146698640115,5.48446041312882,4.40803246613065,4.75755668893945,4.00180224263399,6.25247621413522,4.0496307677246,5.48317085322987,4.75488750216347,4.87430516598223,5.64990281989314,4.91456452349394,4.49121175600309,4.74254523386605,4.62877359520165,5.25814199589377,5.25512301484779,3.3533232911629,3.45811948117451,5.7771566660045,3.93545974780529,5.5077946401987,4.44228003525258,3.89433274227769,5.26002565596146,5.09887428674445,3.86294724802092,5.23304440126558,5.43895814789755,3.674686619928,4.7279204545632,3.83794324189103,5.69877410890368,4.69097573834328,3.40190347160796,3.26002565596146,5.30669970727279,4.30231905094883,4.0036022366802,4.22187708107703,4.09592441999854,6.00809242094872,3.92694824794977,5.52481592835751,3.80012335282653,4.86740230572754,5.30414594120295,4.72082566608984,5.21723071622067,3.29865831556452,5.48220292629596,4.65420637794429,5.47864829453918,6.08788710093312,5.08873524619028,4.59395128394841,3.45022149589718,4.20006486151431,6.64313466185726,5.59185890498717,4.5915597458278,4.90448409790142,5.53698537579194,4.03826057517535,5.56833618213375,5.92148393743373,5.63343121035563,2.51853513898218,4.30231905094883,4.37364821133469,5.50080205305716,3.99276843076892,4.50080205305716,2.77188557851537,3.79701297783614,3.28540221886225,4.47832471148503,4.30669970727279,3.21101219348551,4.9429835981871,2.91456452349394,4.17232749165762,3.13257684267001,3.75060650483559
"HLA-B",10.303860642051,10.4679621043696,11.0368810466455,10.8797440506079,10.5969258274357,11.0450156012397,10.2759731470587,11.9428846616071,11.864333192985,11.0959837401211,11.3385804071112,10.6771910851079,12.0892551512174,10.782580569321,10.1487307791732,10.0465374423909,11.9254765544914,11.426154661127,11.7372896006116,11.4317221917246,11.7592141024796,9.45567654860263,11.2510030106404,12.2711653538023,11.5383102025977,12.5277946376831,11.4003511339094,12.8146605663833,12.5477958626292,12.0828941526174,12.0010703530734,11.0575924226311,12.0927142029285,12.9785370822135,12.3696600470816,10.9926409885886,12.3112487904418,12.4123052049553,11.9526975726089,12.5835435287086,11.5391636588655,12.030922274854,12.2715855817436,12.1385981938029,12.1564244273671,12.6009001740304,12.8973444332393,11.637471683295,12.4735916078384,11.6478001715837,11.1345225822479,9.94323274173834,12.9658041215825,12.3892495095794,9.5696277963915,11.1905963424756,12.2240800794067,10.0582759029849,8.77817571580517,11.9380137316377,12.088288044231,8.56651075585788,9.15081350683465,9.99861863465126,12.5498616609589,10.8754498785807,11.21290974048,12.3551913999675,8.83206719028776,11.8213873516629,11.6114582786412,10.0602230608812,10.2565389488518,12.8924707180407,7.47240653634682,11.2766653145004,10.9018549268927,11.7470894370517,10.2966868253634,11.5043770759855,10.890575889818,9.87921563716567,11.6017150848211,11.7931968590609,11.6428098565284,11.2209707630961,12.7346059016253,9.21650336806264,11.0093107774348,10.6933649853714,10.6868856613411,12.4222934551685,10.6540720858919,11.0968666624503,8.91229058335111,10.5908489941046,10.4582117798553,11.6004286621718
"SPC25",2.28688114778816,0.910732661902913,4.05658352836637,3.63459326844576,3.6667565918848,2.93168305705981,4.37920505996061,3.84398384404833,3.75702324650746,3.45811948117451,4.39917109381982,3.70818723602071,4.72683121703249,3.78764141448333,2.8094144442359,4.89336221076387,3.63110428236588,4.13422093976063,3.4944156103975,4.21878116778407,3.27947129564447,4.64038956005495,3.40053792958373,3.73443866613717,3.41953889151378,4.46793154602629,5.15137177625395,4.0496307677246,3.95233356636969,5.141187525005,3,3.6667565918848,3.73984810269933,4.04875931191986,3.35191096110308,4.06781078378962,5.07767027423275,3.35191096110308,3.63226821549951,3.8569856897822,3.40463068421761,4.39437694495706,4.40463068421761,3.34908214639109,4.22265002245148,3.81966818349646,4.50589092972996,4.23342794374847,3.07895134139482,3.24944534108584,3.28095631383106,4.69932952567316,2.89336221076387,3.50462039240355,2.93922657772821,3.5957423394744,3.23878685958712,4.55887985347544,3.46727948045998,4.72465027173297,3.9429835981871,3.51349074558812,3.877744249949,3.71039319217052,3.9297909977186,4.41278152533848,4.5197934862411,3.59215800212536,4.29278174922785,3.86690797814317,4.13175409098481,2.84599177066457,4.74685018309805,5.23227701026829,4.24107745817504,3.98185265328974,4.60110220337641,3.81557542886257,5.55090066464752,4.92599941855622,4.15218341905505,1.52606881166759,4.47961860846942,3.68818035858693,4.91408609701272,3.38818953715608,3.54720302475693,2.46988597627446,3.09423606984577,3.90207357931074,4.02591469875079,3.64270157183323,2,3.64500988439109,1.55090066464752,3.4931349223055,4.00539998774259,4.88996019965864
"XAF1",3.21101219348551,2.51853513898218,4.0686708106651,4.22727899446832,6.01145091173575,4.89869207256049,3.9174317553901,5.61294219630467,6.30924896081662,4.8094144442359,2.93922657772821,4.66505161428921,2.0071955014042,4.13257684267001,4.87381319835909,3.42088657497553,5.87848013113858,4.1811025507538,5.09718938723511,4.96162332828694,4.10685079645022,3.44360665147561,5.79779120047889,5.03474394932473,4.72900887033786,3.99095486039699,2.69376571221778,5.47248777146274,5.99480597608493,5.53791724903408,5.42794133250948,6.59768014371589,5.33842441478356,4.55949181320504,6.72068888533212,3.66448284036468,4.73552217729654,4.96254902292306,6.37955165336549,6.26940724085404,6.27631054746415,5.81172789780389,6.52497259828663,4.80632405739003,5.85099939471647,5.99887245399427,4.94345253855882,5.456149034648,6.1405741777099,5.74765593293239,4.04439411935845,2.86987140617771,6.14852742516046,6.77267747042486,4.49697358099828,3.69041709553247,4.65992455840238,3.31759350462347,2.4594316186373,3.33199177823206,4.77505054148317,4.68594014844598,1.82374936030827,6.12887075946512,5.09845324630927,4.24488705912353,5.4262647547021,5.48510476108097,3.10433665981474,4.38543103719352,6.32624970083746,3.98913900736823,3.44228003525258,3.37155886261196,4.65363331138625,3.10601323762212,5.12350066435096,4.84799690655495,1.66448284036468,4.8109571587378,4.39506279951758,4.86492897228979,5.71011763204345,5.0866139474095,2.88557436437143,5.36317107711924,5.83516615722045,6.38249434029312,6.18863829456139,5.32912359629157,4.04176864995163,5.18982455888002,5.07510472220949,6.71973105674985,5.08788710093312,5.55243855525354,3.41142624572647,5.81659970653491
"DDX39A",5.91790907385298,4.78920757534734,7.1123873759376,6.64932804098478,6.76380990728029,5.56529252058102,6.51932173462943,6.25870735219683,7.07681559705083,6.51554215807831,6.92931759491176,6.23457795978457,7.60132509948205,6.48928602262588,6.74443022998792,8.00551227283747,6.66931028620247,7.96780264519639,6.61294219630467,7.81538329581354,6.38318586579031,7.2588015567116,6.53574194107511,7.61050813880613,6.70735913208088,7.05006629830629,6.77346892790519,6.95116812883891,6.81031456149726,6.7574233468218,6.99887245399427,6.54797414832058,6.9386386584728,7.59477246041879,6.80128801677891,7.58638946175666,7.18100313339229,6.4820415419856,7.06555077095502,7.04723299646181,5.93191939010004,7.26940724085404,7.48872386584923,6.01569380710515,6.43112147252643,6.81326814176608,7.50104099556593,7.25200305974414,6.50795316940504,6.67016051412663,6.41582625747291,7.95721814916694,6.49697358099828,6.37173309062267,6.47929524299885,7.13606831219318,6.01055607837421,7.44914864537544,6.97819562968165,6.228626318332,6.63821867880936,6.39334755137725,5.86245139132558,6.5413289770456,6.83907778302757,6.45285896471381,7.53698537579194,7.14006285569821,7.19495379593384,6.4317900833788,5.5677279633048,5.91193121230905,7.76500424625004,7.64024493622235,7.13617087466725,6.6411124618293,8.52927436760915,6.08278773170927,6.88374299057045,7.65835431677408,6.86282329982368,5.59275601044103,6.6387978999517,6.97682185236069,7.89711938903453,6.35649598770558,6.44393811501318,5.22573765346606,6.2688460628732,6.83111719461642,6.30250184411232,6.06953032516231,5.92671109909728,6.72873684336602,5.13175409098481,6.20202584460934,6.95652136333312,6.78502736223547
"PPIA",11.1249355066576,10.5104674900457,12.3143594874095,11.5034829081544,11.8323045914941,11.2122714215258,12.3223056258288,11.4716244143765,12.4060162838867,11.8512961764478,12.5408932681612,12.0711371832101,12.2850698289527,11.5835858361365,10.9336168956516,12.5528131677214,11.9976593583733,12.6798055488708,11.9576208250131,12.2031522041072,11.4523956962996,12.8731249309191,11.7777279156382,12.6023184258152,12.2968473962539,12.603097754478,12.8921044773729,11.9959119783209,11.9064697481784,12.6851824154923,12.1090470777007,11.32471498751,11.6539064418096,12.3412741836922,11.8412026458702,13.0297668950917,12.2244961588162,11.8513664579165,11.430943820671,11.6834552247915,11.7369979980854,12.4196047256133,11.9103616586031,11.7404975607124,11.5297428765029,11.7715018495537,12.4393114618188,12.2715768282432,11.1392379670476,11.6451360137856,12.1680734823232,13.6336491675572,10.9179389010141,11.8022376541087,11.4380536857551,12.4893888936811,11.0887683667475,12.4139901438517,12.4496645384762,12.0508179597363,11.9122119785846,11.8572190260878,13.0151867818523,11.9888799201837,12.0285000877066,12.2727464088025,12.6415053876917,11.8060863708188,12.0728862539721,12.0760138770853,12.0021680482265,12.5350128677928,12.7502107913219,13.2287841255131,12.017633145284,12.6942316349979,12.6676349342539,12.7072361698772,12.9431246626875,13.081240416385,12.5164584333305,10.289627007532,12.0847618913586,11.9373039276124,12.9234519143577,11.593157658103,12.127030268342,10.0672461124029,11.1446008907407,11.8649637829525,12.264609732044,11.3784628534414,10.5723591683076,11.3860349099136,7.92522803492251,11.353698209048,13.1700126625402,11.7300879719344
"CIITA",1.85996954822103,2.18269229751619,2.52606881166759,1.72683121703249,2.85996954822103,2.16027483140859,1.38404980679516,3.60169651648096,3.52105073690096,2.85199883711245,2.611172380044,1.9297909977186,1.41142624572647,2.05658352836637,2.18586654531133,1.37295209791183,2.4931349223055,1.44360665147561,3.30305008468167,3.00180224263399,3.92219784839637,0.613531652917927,3.51475349843975,3.07895134139482,3.05484847699562,2.10097764772482,2,2.26603689399532,3.8499992594661,1.67355642399014,3.77820857639809,3.36457243229586,2.17632277264046,3.09929520433778,1.50080205305716,2.68032435684402,2.18586654531133,4.01077983875324,3.98367769469807,3.23266075679027,3.07382023329167,3.17472598770613,3.04614178164472,3.80219321694183,3.34198574722862,4.21334728173344,4.04614178164472,4.15137177625395,4.73226919950145,2.22342254993494,2.93545974780529,2.63459326844576,4.79181407116183,4.13422093976063,2.40871186102943,2.55826763405574,3.05137210172103,2.43829285157915,1.23266075679027,2.87184364850932,4.15704371014558,1.64154602908752,1.02147972741045,3.40599235967584,4.16591193893569,1.68706068833989,2.54101915313356,4.44890095114513,0.799087306074004,2.39780296186249,1.87970576628229,2.17951105027151,2.18586654531133,3.16349873228288,1.06350294230616,2.45154083301783,3.00898878322725,0.790772037862,0.839959587489532,2.11103131238874,2.75702324650746,1.98550043030488,3.09254574154357,4.17632277264046,1.62760683812965,2.53106949272595,5.09043004232162,2.57046293102604,4.12598165385472,3.27798474729977,2.30158764660319,4.04001567884788,3.03386345186628,1.92599941855622,3.0071955014042,4.7273759385949,1.65992455840238,2.59454854955035
