"","MOCC-000B","MOCC-000X","MOCC-002B","MOCC-000S","MOCC-000V","MOCC-001G","MOCC-001K","MOCC-002C","MOCC-001O","MOCC-002D","MOCC-0027","MOCC-0014","MOCC-000Y","MOCC-000E","MOCC-002Y","MOCC-002F","MOCC-000L","MOCC-0017","MOCC-0005","MOCC-000M","MOCC-0009","MOCC-0021","MOCC-001R","MOCC-001D","MOCC-001M","MOCC-002T","MOCC-001Z","MOCC-000Z","MOCC-0018","MOCC-001U","MOCC-0007","MOCC-001V","MOCC-000F","MOCC-0023","MOCC-000T","MOCC-000W","MOCC-0019","MOCC-001C","MOCC-000Q","MOCC-001H","MOCC-0004","MOCC-0016","MOCC-0024","MOCC-000K","MOCC-0015","MOCC-000G","MOCC-0012","MOCC-0010","MOCC-000R","MOCC-000H","MOCC-000C","MOCC-0025","MOCC-001W","MOCC-001X","MOCC-000U","MOCC-001J","MOCC-001I","MOCC-001E","MOCC-001A","MOCC-002A","MOCC-000A","MOCC-001S","MOCC-001Y","MOCC-000N","MOCC-0008","MOCC-002S","MOCC-0022","MOCC-002R","MOCC-0003","MOCC-001P","MOCC-002Q","MOCC-0020","MOCC-0026","MOCC-001F","MOCC-002I","MOCC-0029","MOCC-001Q","MOCC-0001","MOCC-002E","MOCC-0006","MOCC-001B","MOCC-0002","MOCC-001T","MOCC-002G","MOCC-001L","MOCC-000J","MOCC-0013","MOCC-001N","MOCC-000I","MOCC-002M","MOCC-0011","MOCC-000D","MOCC-002K","MOCC-002L","MOCC-002H","MOCC-0034","MOCC-0032","MOCC-002J"
"KLF4",7.94801673677608,2.82171021503467,4.73930807086039,5.98139603197215,3.10936055940423,4.73335434061383,6.05093696522523,5.11811050560737,3.42223300068305,3.27947129564447,4.7338966052475,4.2861418728343,5.70071713282148,5.05918219921169,4.80529245560071,4.86740230572754,3.84197311892718,4.55642941544957,4.79960542245267,3.10433665981474,5.6906964439777,2.65992455840238,3.42223300068305,3.46727948045998,4.74738739965272,1.94860084749336,4.13914201914569,5.47248777146274,5.16631374788993,3.55213110825378,5.75755668893945,3.83086375675176,5.50652577904312,3.41278152533848,5.4239142676731,3.45285896471381,4.2364926183813,4.94906796585291,5.23610988988963,4.44956137461324,3.54349588342577,5.16671544496642,5.67355642399014,5.03738222200308,5.72410451986685,4.39574832817903,3.9429835981871,5.12845838414693,5.27351588970212,4.79649392942584,3.35049724708413,3.4262647547021,4.34695688937888,4.92789645372882,5.95303237725324,3.83086375675176,4.34411833452143,5.56071495447448,5.94509263053996,5.56224242422107,5.39882918244463,3.67807190511264,3.8972404255748,6.89796643164945,5.69988472869748,6.47411151394241,4.61176256006487,3.92504996472736,5.32624970083746,3.77399632511117,5.61176256006487,4.14486214291573,3.57410150808939,4.55397480823747,3.19534759832222,5.31505896631662,4.71094415457587,3.67355642399014,3.17791779219584,4.3547342399706,3.77399632511117,3.03913839390696,3.78031009904338,6.17731986649513,6.09106507793054,5.14241343787374,4.24488705912353,1.97819562968165,5.02724253597374,5.04001567884788,3.38128337250378,6.93522399406003,2.75274859140713,5.76950729143624,1.92219784839637,3.76022094646651,6.09000652990382,5.65105169117893
"CELSR1",3.75595576955096,4.21023299009585,2.22958792274065,4.16992500144231,3.56924802986718,4.18030701996943,2,3.46466826700344,3.01970191444255,2.55581615506164,1.85598969730848,2.31324585178756,1.99638874644762,4.80683958179819,3.34624777408278,3.23725777090037,4.34624777408278,2.52606881166759,2.18586654531133,2.62058641045188,2.94673086014031,1.4276061727819,3.39506279951758,1.9560566524124,1.23266075679027,1.40599235967584,1.4905701304462,2.10768786931437,1.94110631094643,1.64616265715789,2.19534759832222,3.40599235967584,3.23112515787905,2.114367024952,4.17472598770613,1.98185265328974,3.69932952567316,2.8972404255748,3.50969584193339,4.51916444980607,3.45022149589718,1.76553474636298,2.86393845042397,4.07724299893246,5.09339115325301,2.67581593117227,2.06004738366994,2.20789285164133,3.28835856219366,3.87676249078156,1.15704371014558,0.604071323668861,3.18428029441938,3.21256933885081,3.0496307677246,0.782408564927373,2.55826763405574,2.1243281350022,1.75702324650746,1.22032995487956,3.17312743348066,3.85399564717639,0.516015147003665,5.05701696536554,2.80322703643493,2.30451104180995,2.67807190511264,4.19219416528334,1.73552217729654,2.4594316186373,4.03386345186628,1.55581615506164,2.21412480535285,1.0071955014042,3.34056226902641,0.739848102699327,2.60880924267552,3.12598165385472,1.30451104180995,2.35049724708413,1.97819562968165,1.22032995487956,2.65992455840238,3.6667565918848,1.4594316186373,3.19692173382033,2.96532254836725,0.925999418556223,2.98002530023873,2.59693514238723,0.604071323668861,4.08065766334523,1.66902676550963,4.5981269599196,1.29865831556452,3.28983446517751,1.32768736417605,3.35895882583233
"FOXO1",2.92599941855622,5.13627342985058,1.77399632511117,2.77399632511117,2.8011586560937,3.4867143730307,1.99276843076892,3.60880924267552,2.85598969730848,2.45154083301783,1.72683121703249,3.36457243229586,2.25701061820602,1.63226821549951,2.51853513898218,1.4594316186373,3.27052894238072,2.06695024392463,2.7158933705476,2.43295940727611,2.69821847822441,1.55581615506164,2.85798099512757,3.04439411935845,2.1407786557828,1.18269229751619,1.79493566280354,2.73552217729654,2.1407786557828,1.51096191927738,2.26303440583379,2.35895882583233,2.93357263826102,1.76128527336162,2.94860084749336,1.66902676550963,2.23878685958712,2.72465027173297,3.01435529297707,2.16992500144231,2.27202318906105,2.53356334821451,2.3533232911629,3.12267271882414,3.52481592835751,2.58255600301406,2.06004738366994,2.63226821549951,3.34624777408278,3.7279204545632,0.941106310946431,0.823749360308273,3.75274859140713,2.9126498648972,2.8011586560937,1.33342373372519,3.10601323762212,2.23266075679027,2.44360665147561,1.87970576628229,2.6667565918848,2.46727948045998,0.956056652412403,2.13093086982645,2.32481060342048,1.94110631094643,2.25096157353322,1.32192809488736,2.62993940943954,2.53106949272595,2.0496307677246,1.80322703643493,1.96716860753263,0.807354922057604,1.95977015521147,1.67807190511264,1.40053792958373,1.90689059560852,0.613531652917927,2.33913738491959,1.74416109557041,2.08406426478847,3.10265813136374,3.05831649559082,1.46988597627446,2.91073266190291,3.1407786557828,0.75702324650746,3.00180224263399,1.77820857639809,0.432959407276106,3.61941301059794,1.72683121703249,2.97636363573276,1.71808758396052,1.96716860753263,1.50589092972996,1.87578006306849
"LRP5",4.10433665981474,4.90881290773955,2.73335434061383,3.77820857639809,3.39780296186249,3.98002530023873,1.33342373372519,2.70487196445635,3.25550073314839,3.24336442569366,3.4032677223393,2.41683974191283,3.99367436175058,4.64904056563445,4.30524096595448,2.96532254836725,4.5765221379205,1.88362081628567,2.87970576628229,2.78240856492737,3.70265754339091,0.910732661902913,3.93168305705981,2.59215800212536,2.70265754339091,0.659924558402378,1.0496307677246,2.91456452349394,2.89141918684608,0.799087306074004,2.8499992594661,4.37364821133469,2.68481873755322,1.78240856492737,4.36806987653208,1.66448284036468,3.47248777146274,3.37851162325373,3.35049724708413,3.47248777146274,4.71094415457587,2.16671544496642,3.87970576628229,4.38681094647222,4.90448409790142,3.50080205305716,3.22496636500027,2.5385381636298,3.8923910259134,3.79597469420667,1.22650852980868,2.78659636189081,4.03121873061072,3.31469652565629,3.46858331700683,3.1243281350022,3.29572302453997,4.40599235967584,2.99638874644762,1.25701061820602,4.32696871158789,2.48542682717024,0.659924558402378,4.17791779219584,1.86789646399265,1.17632277264046,3.07895134139482,5.31288295528436,2.24792751344359,2.15380533607904,4.03826057517535,0.790772037862,2.87184364850932,2.16671544496642,3.26603689399532,0.432959407276106,3.57531233068744,2.9126498648972,1.60880924267552,2.31903981556254,2.42492208821069,3.69041709553247,3.73335434061383,3.34908214639109,2.14404636961671,2.41142624572647,3.69821847822441,1.60880924267552,4.49505552836802,3.23419472295381,0.855989697308481,3.9560566524124,0.6959938131099,4.17472598770613,3.0036022366802,1.40053792958373,0.214124805352847,1.59454854955035
"COL4A1",4.18665901720211,6.28651155766423,4.20320115631661,6.3389591754152,5.73849764388979,7.1496455176848,4.97223312380739,5.59395128394841,6.56529252058102,6.66078033403255,4.10349763970334,4.0574502721839,3.27351588970212,5.9408714781892,0.933572638261024,5.24488705912353,4.04176864995163,5.18229502502548,6.55320688623026,4.23878685958712,5.58706489836317,4.09592441999854,5.62906513709228,4.08236196955747,4.04614178164472,4.34908214639109,5.60169651648096,3.62293035092018,3.74416109557041,4.84247606299394,5.40258575823259,4.94953493301701,5.27612440527424,3.79285535236249,5.08576455377831,5.49729300866279,6.2069166725386,4.50462039240355,5.01435529297707,5.06436554026363,5.02458563827827,3.09761079662642,4.53294028837287,7.07360604057494,5.61529857909211,6.13852780142227,3.7279204545632,3.34908214639109,4.79441586635011,6.96104446737123,3.7279204545632,4.47767732756531,6.46041493916217,4.60110220337641,6.4937754084607,3.41953889151378,6.43779367792528,5.18388345903223,5.1586601753465,4.47313748777226,3.73335434061383,5.06263982828646,3.98550043030489,5.19849415363908,3.44757919654888,4.27202318906105,4.97682185236069,3.57288966842058,4.68369645430652,6.16972461321491,8.30601610592652,4.91647664443772,5.08915913191124,3.87282875953489,4.63575439127776,4.18428029441938,4.57046293102604,6.64010029789039,4.36317107711924,5.58616424593091,3.52356195605701,4.96069703930431,5.38543103719352,5.09592441999854,2.82781902461732,6.00225245173138,6.10831535538772,2.55581615506164,5.46988597627446,5.09929520433777,3.72900887033786,6.22515922577737,5.50207595604579,5.16390121381454,1.96347412397489,4.39506279951758,4.8444860877578,3.70265754339091
"NOTCH1",4.6959938131099,2.81352468929781,2.08065766334523,3.60762622084549,2.22650852980868,4.45285896471381,2.63226821549951,4.49569516262407,2.28688114778816,1.85996954822103,1.15055967657538,1.82781902461732,0.863938450423971,3.05311133645956,3.96347412397489,2.7311832415722,3.53106949272595,1.79493566280354,2.34482849699744,3.07895134139482,3.22342254993494,1.17632277264046,3.74092756031863,2.62993940943954,1.07724299893246,2.41142624572647,1.64616265715789,2.29278174922785,3.26153081524341,0.748461233004036,2.88166461932035,3.86789646399265,4.38543103719352,2.04614178164472,2.98732086592925,2.22342254993494,3.42088657497553,2.97452931248388,3.90207357931074,3.43562859405209,1.46466826700344,2.49569516262407,2.91456452349394,4.18269229751619,4.19140472885276,3.34056226902641,2.91647664443772,3.41006969175638,3.32048467801769,4.1407786557828,2.02147972741045,1.66448284036468,4.82323984413102,2.68706068833989,3.4905701304462,0.855989697308481,3.02680005934372,2.85598969730848,2.32192809488736,1.18903382439002,2.78031009904338,4.27426166125705,0.687060688339892,3.68706068833989,3.5197934862411,1.62760683812965,2.19534759832222,3.31034012061215,3.31034012061215,2.34198574722862,3.46336088581666,2.25096157353322,2.37573453858316,0.910732661902913,2.29572302453997,0.659924558402378,2.30158764660319,2.77188557851537,0.6959938131099,1.89530262133331,2.43829285157915,1.94860084749336,2.77188557851537,3.5298209465287,1.53106949272595,2.30158764660319,2.79701297783614,1.05658352836637,3.28540221886225,3.04614178164472,1.08406426478847,4.12680770314203,1.52105073690096,3.74416109557041,0.918386234446348,2.70487196445635,1.26903314645524,3.08915913191124
"LGR4",3.78031009904338,3.93734439215023,3.01970191444255,3.4594316186373,3.23725777090037,3.74200621086674,3.87872534148011,3.47767732756531,1.83187724119167,3.36737106564853,3.63459326844576,4.17152710603881,4.8073549220576,3.29865831556452,1.4594316186373,3.6724253419715,1.64154602908752,3.0036022366802,2.22342254993494,1.28688114778816,4.12267271882414,2.12101540096137,2.47767732756531,2.62993940943954,4.03298241669943,2.51853513898218,3.07553263116736,3.57893871309339,2.29572302453997,2.67807190511264,2.94860084749336,2.17632277264046,2.41142624572647,0.863938450423971,2.51853513898218,2.63691458035588,2.07382023329167,2.97819562968165,3.03913839390696,1.48026512205446,0.659924558402378,3.72900887033786,3.62527048937469,2.70487196445635,4.55642941544957,2.67355642399014,2.04264433740849,3.10097764772482,3.80426011563474,2.72246602447109,0.411426245726465,1.63691458035588,3.01792190799726,3,3.41142624572647,1.65535182861255,2.64385618977472,3.23572705983806,1.87970576628229,3.14730669878029,3.30451104180995,3.78555055173926,1.05658352836637,3.04439411935845,1.50589092972996,3.24184018356467,1.92219784839637,1.76977173924945,2.3533232911629,3.01435529297707,2.98367769469807,2.22958792274065,3.13257684267001,0.687060688339892,2.76341157447001,3.21567859660793,1.71369581484336,2.98913900736823,2.11769504266975,2.21723071622067,2.58976348698498,0.704871964456353,2.88362081628567,3.54225804976692,0.464668267003444,3.70154905694307,2.56803210477128,1.47508488294878,1.63226821549951,1.48542682717024,0.831877241191673,3.5033487351675,0.678071905112638,3.04439411935845,0.475084882948783,1.95977015521147,1.75702324650746,3.18586654531133
"DDR1",7.86307118557015,6.69418374333315,6.31650781910311,7.14190276743519,5.79597469420667,6.80413102118332,4.85099939471647,7.41125674622079,6.21101219348551,4.76181714250714,5.18507363787676,6.18942924580976,5.71918344048179,7.12101540096137,6.57742882803575,5.83086375675176,8.0686170740028,5.29130885982897,5.20515788392009,5.62906513709228,7.15177765473205,2.65764000520782,7.10946503817032,6.36876834909033,6.09908476089186,4.28688114778816,3.8972404255748,6.49008872394347,6.69432306012539,4.67355642399014,5.54349588342577,6.64558638591361,7.14333218939023,4.78868571061353,7.05734195767948,4.71039319217052,6.29590665529703,6.70251902915328,6.67680335387385,7.47969943851347,5.01435529297707,6.5076360935706,6.63284983011771,7.32633959678046,7.62643913669732,5.76341157447001,6.74106243574909,6.33824611718203,7.54039930563062,6.82819996772763,3.8923910259134,3.1586601753465,6.79610452053215,5.6940444130862,5.70542503904273,3.82171021503467,5.29425313644451,5.35155766245043,5.89433274227769,4.20006486151431,7.73036823634901,6.86319511247319,2.06004738366994,7.27183649284068,5.71973105674985,4.86839045305445,6.41987593042219,6.49217365961083,5.27761287075669,5.26528685756517,6.11561593142811,4.05831649559082,4.87725345387661,3.88752527074159,4.98139603197215,3.799087306074,5.33199177823206,4.43895814789755,2.64616265715789,6.09508049190141,5.71753934339116,3.11935617703968,6.16551001804135,6.99582367063417,5.02236781302845,5.34731131636529,7.2137360959228,1.87970576628229,5.14974711950468,4.00988458893184,3.30451104180995,7.60540543682512,2.73335434061383,6.66078033403255,2.6959938131099,5.3437631221496,2.58014548442338,5.18308946064076
"VWA1",6.40667271575583,6.14791719108402,5.17911290067856,5.87578006306849,5.30487605004489,5.28577209324984,4.27202318906105,5.02635744696384,5.40463068421761,5.95512678126137,5.26940724085404,4.17712050284652,4.37642931106992,6.19081236791614,4.86591881455221,5.01346225980656,5.16269343221124,3.9429835981871,4.82425869660337,4.4369613378336,5.7221927608959,2.67129337248158,5.04483123344781,4.87282875953489,5.58916423669977,3.54966917072649,3.41006969175638,5.31867837373655,4.19140472885276,3.96532254836725,5.58856473740135,5.31650781910311,4.7273759385949,4.82832692641482,4.29792505250381,3.89820835250872,5.93050081079116,4.95698592461258,4.87823487911234,5.57167680997093,3.58856473740135,5.11644793551166,5.15177765473205,6.24545763260967,4.97682185236069,5.22071689199892,4.61058195849253,3.80426011563474,4.5795422249369,5.37121034345557,2.81352468929781,3.22187708107703,5.10097764772482,4.59395128394841,4.80529245560071,3.96347412397489,5.98344969074012,5.10643207781693,5.17951105027151,3.85897561429202,5.65219964830406,5.63575439127776,2.20163386116965,4.70487196445635,3.91934008244201,3.40735275114004,3.96901230751632,5.46630082917934,5.61647532878288,5.09887428674445,6.3911146756971,3.08576455377831,4.74846123300404,2.44360665147561,4.82171021503467,2.26002565596146,4.86542397831313,2.6667565918848,2.73984810269933,4.25096157353322,4.55028504908841,4.22881869049588,4.4154882710497,5.02812708231714,3.25398926623079,5.16872225436066,5.0232553523003,2.56803210477128,5.02547181462118,3.24640808724638,1.47508488294878,5.22149045504206,4.15137177625395,5.59006301881225,2.11769504266975,4.21723071622067,1.39506279951758,3.25247621413522
"VANGL1",2.96901230751632,2.52105073690096,2.21412480535285,2.76553474636298,1.99638874644762,4.02856915219677,1.90303827011291,3.1407786557828,2.19849415363908,1.56559717585423,1.90689059560852,2.48800077083407,1.21412480535285,2.07382023329167,1.55090066464752,2.4276061727819,2.73335434061383,1.57531233068744,1.81966818349646,2.45154083301783,2.67129337248158,0.933572638261024,2.05311133645956,2.03913839390696,1.23266075679027,1.40053792958373,1.4276061727819,2.30451104180995,2.49569516262407,2.01435529297707,1.790772037862,1.91073266190291,3.29278174922785,1.0496307677246,3.08746284125034,1.57531233068744,3.45549162062847,2.48800077083407,2.70929063572336,2.63226821549951,1.52105073690096,2.62527048937469,3.26603689399532,3.01970191444255,3.45811948117451,2.47248777146274,2.30451104180995,2.78240856492737,2.85399564717639,2.46727948045998,0.815575428862573,1.35049724708413,2.22650852980868,2.16671544496642,2.7158933705476,0.918386234446348,1.61823865559545,1.54596836910529,2.41142624572647,1.799087306074,3.62175885670973,2.49569516262407,0.739848102699327,2.55090066464752,1.97819562968165,1.56559717585423,1.85598969730848,1.70043971814109,2.47767732756531,2.82374936030827,2.13750352374994,1.08406426478847,1.78240856492737,1.04264433740849,2.64154602908752,1.43295940727611,1.58014548442338,1.51601514700366,0.84799690655495,1.6959938131099,1.9560566524124,0.604071323668861,2.22958792274065,3.4262647547021,1.52105073690096,2.55581615506164,3.50716034911752,0.66902676550963,2.73768676140986,1.40599235967584,1.26903314645524,3.55336050333533,0.622930350920177,2.49569516262407,1.20789285164133,1.53605290024021,0.6959938131099,1.92219784839637
"LAMB2",6.24431625989121,7.83674470196608,6.95791459863299,6.77214959078454,7.58014548442338,6.70501025298183,5.76553474636298,6.65778289581765,7.57939137064274,8.19411660877597,6.9159988517389,5.18705508996806,6.4599233626769,6.911811402066,7.84755852115075,7.10213319047053,4.72683121703249,6.7515440590891,6.63124982537139,6.8330165608111,6.20535341079454,6.49713330367111,7.56414948998573,5.22110372536788,6.96139181179108,6.49920809085669,6.90989308377004,5.99638874644762,5.72655877910497,6.45680614923047,7.21674585819531,6.93593113975227,5.790772037862,6.19377174339668,7.10967397300644,5.38543103719352,6.70002349607515,6.89905475619441,6.27332938656167,5.60021027442009,5.2585189247113,5.32768736417605,4.65019012349677,6.60688633927592,6.80219321694183,7.25889575507544,5.72655877910497,4.45022149589718,5.95116812883891,6.04636009064731,6.26772305162742,5.98709343705815,7.35217587832633,6.67722632823532,7.897542972507,5.42660022616993,7.15613365191544,6.78907712686035,6.12163711829091,6.32012359804061,5.17951105027151,6.29075613839667,4.70653055253812,6.07617425672425,7.47581447897299,5.7221927608959,7.32759755217733,7.52599053832894,7.30113033051831,7.34100725685909,6.91898246334308,6.56879217804153,7.36955372672159,5.76950729143624,7.61353165291793,5.03826057517535,5.19652836093694,6.43746079951105,7.56711948795167,4.89190518821193,6.01858966780594,7.99915442312268,7.11540785541406,5.16872225436066,4.98959318493877,7.24260250592898,5.61559285651096,4.27872821293894,7.68194113709169,6.54920708935568,5.44161626940656,6.97773784924282,7.27677579789254,6.19692173382033,5.69376571221778,6.990841436517,5.33234990037387,6.95431265207001
"MACF1",3.34340782229781,4.95837871156634,3.46858331700683,5.41582625747291,4.24031432933371,5.37399614213124,4.53667461756976,5.06220807756025,4.22419466397043,4.69209237542757,3.10097764772482,3.62760683812965,3.10768786931437,4.47183776242229,3.75702324650746,3.26453643099903,3.83794324189103,2.82984955984469,4.58195375084882,3.66448284036468,4.05398016818765,3.0232553523003,4.20633064787105,3.23112515787905,3.38681094647222,3.17791779219584,3.78972925137577,3.39643353125099,3.53977919169849,3.5933537709803,4.48992821940518,4.41210404467757,4.46205231879643,3.29278174922785,4.24412594328373,3.71479501111816,3.85798099512757,4.05918219921169,4.81249822533356,4.67750824226472,5.13010717865883,3.5668151540109,4.68313498512609,5.17032569441556,4.89044669267991,4.43362716708478,3.23419472295381,4.23802251782572,4.78711898281334,4.76234881564413,3.18745105402733,2.611172380044,5.37260391520448,4.78816365703777,6.04810537444206,2.81147103052984,4.93404464711225,4.78868571061353,3.89336221076387,4.22265002245148,4.47183776242229,3.86591881455221,2.32192809488736,4.69543711040537,4.19298316997399,3.46597446450407,3.89141918684608,4.64327899631198,3.97727992349992,4.40735275114004,5.12474169241965,3.33342373372519,2.72465027173297,2.44625622988956,5.02635744696384,2.30158764660319,3.37712374912949,3.31614574229336,1.94485844580754,3.16992500144231,3.26453643099903,4.35191096110308,4.86542397831313,4.85199883711245,2.85399564717639,4.56498780095989,3.61588707391606,4.15380533607904,5.44890095114513,3.99638874644762,2.67129337248158,5.23074100262691,3.77294133783134,5.31650781910311,3.93640237772506,4.55826763405574,3.28392177230762,4.01613970265525
"DVL1",4.81864608282254,4.52544250601812,4.10852445677817,5.49857001254426,5.09212284983868,5.43195718768673,3.87479696589867,4.82578562746479,4.93121027480393,3.74738739965272,3.71479501111816,3.51096191927738,3.62410089462811,5.99118168140853,5.48091134604775,3.4944156103975,5.39197388306029,2.75274859140713,4.13586316536868,4.62702310555406,3.80322703643493,2.35614381022528,4.4541758931858,4.1811025507538,3.55704241526372,2.06695024392463,2.03562390973072,4.65935375917005,3.9136075118231,2.96532254836725,3.96993327469786,4.70154905694307,5.28392177230762,3.28540221886225,4.71918344048179,3.18903382439002,4.99322146736894,3.88166461932035,4.25927248703759,5.00450139223494,3.4154882710497,4.72246602447109,4.38681094647222,5.07339181605292,4.28466218548316,4.48928602262588,3.605257262939,4.20163386116965,4.37086174008529,4.52293456094346,2.62993940943954,2.81966818349646,4.43162295971329,4.33485426933163,5.41920177384876,3.25247621413522,4.53729606709084,4.07809742302666,4.84649331596456,3.68481873755322,4.75595576955096,4.13668357769724,2.23572705983806,4.85149920246126,4.30669970727279,2.78031009904338,3.89820835250872,4.70154905694307,5.22380865860602,3.89917563048051,4.790772037862,2.23572705983806,4.30451104180995,1.65535182861255,4.790772037862,2.1243281350022,3.86195536414487,1.44360665147561,1.41683974191283,3.4931349223055,3.24640808724638,3.44228003525258,3.61941301059794,4.99684064779537,3.4154882710497,4.33342373372519,4.48284828306847,2.46466826700344,5.44062004767917,2.92219784839637,0.895302621333307,4.80271021929134,2.48800077083407,5.84046323386954,2.76977173924945,2.91838623444635,1.61353165291793,3.68818035858693
"ARHGEF19",4.64558638591361,3.86690797814317,4.4905701304462,5.00674683244058,1.89917563048051,4.03913839390696,3.78031009904338,4.16671544496642,4.28318097894557,3.23725777090037,3.21101219348551,4.00450139223494,1.40053792958373,4.97544676564096,4.03033607837096,3.73335434061383,4.23266075679027,3.25247621413522,3.40190347160796,4.19377174339668,4.0703893278914,2.56315813040281,4.7839804136838,3.79701297783614,3.94392132655349,3.05658352836637,3.18428029441938,3.96532254836725,3.27500704749987,3.32912359629157,3.1906148602095,3.69376571221778,4.55028504908841,3.01256867350306,4.04614178164472,2.99095486039699,3.92314918047231,3.70154905694307,4.71039319217052,4.2349610948395,2.7158933705476,3.99276843076892,5.14852742516046,4.26903314645524,4.15704371014558,3.20163386116965,3.65191274464578,5.17152710603881,3.28095631383106,3.63459326844576,1.97452931248388,2.38404980679516,4.00090140274153,3.70154905694307,4.83187724119167,2.57531233068744,3.82374936030827,4.95559179175399,3.9174317553901,2.63226821549951,4.54039930563062,4.05658352836637,2.26303440583379,4.33771109212829,3.71699089440494,2.30742852519225,3.32048467801769,3.01970191444255,3.37573453858316,3.15704371014558,3.74631276642546,1.53605290024021,5.05137210172103,2.32481060342048,4.4262647547021,2.34766565630097,3.26603689399532,2.58736499093646,2.32481060342048,3.82781902461732,3.33485426933163,1.54596836910529,3.16510798514454,4.30961277245412,3.12101540096137,3.41953889151378,4.13422093976063,2.33628338786443,4.03826057517535,3.01970191444255,0.855989697308481,4.61294219630467,2.08746284125034,4.44228003525258,3.05484847699562,3.03210084316702,1.91838623444635,3.05137210172103
"AGO1",1.30451104180995,2.0071955014042,0.941106310946431,2.34766565630097,0.948600847493356,2.8073549220576,0.6959938131099,2.64385618977472,1.08406426478847,1.02147972741045,0.622930350920177,1.26903314645524,0.678071905112638,2.1407786557828,1.1243281350022,0.659924558402378,1.26903314645524,0.505890929729957,1.19534759832222,0.970853654340484,1.86393845042397,0.238786859587116,1.61353165291793,1.37851162325373,0.622930350920177,0.687060688339892,0.713695814843359,1.01435529297707,1.29865831556452,0.584962500721156,1.18903382439002,1.15055967657538,2.26903314645524,0.650764559116902,1.46988597627446,0.659924558402378,1.50589092972996,1.44360665147561,1.70487196445635,2.15380533607904,0.790772037862,1.19534759832222,2.16671544496642,1.85199883711245,2.55090066464752,2.03562390973072,1.23266075679027,1.9297909977186,2.24488705912353,1.74846123300404,0.713695814843359,0.53605290024021,2.0496307677246,1.44890095114513,2.37295209791183,0.344828496997441,1.83592407425437,2.01435529297707,1.01435529297707,0.84799690655495,2.18586654531133,1.11769504266975,0.31034012061215,2.877744249949,0.799087306074004,0.604071323668861,0.879705766282288,1.48026512205446,1.19534759832222,1.26903314645524,1.09761079662642,0.75702324650746,0.799087306074004,0.356143810225275,1.29278174922785,0.495695162624069,0.678071905112638,0.75702324650746,0.641546029087524,0.565597175854225,0.887525270741587,0.871843648509318,1.62760683812965,1.73984810269933,0.545968369105293,1.51096191927738,1.60407132366886,0.495695162624069,2.08065766334523,0.485426827170242,0.37851162325373,2.53106949272595,0.55581615506164,1.81557542886257,0.722466024471091,1.52606881166759,0.22650852980868,1.44890095114513
"AP2A2",3.93451650158608,5.26228280642066,3.46466826700344,4.33413917883824,4.28540221886225,4.19377174339668,2.90496571868403,4.13914201914569,2.72683121703249,3.70265754339091,3.5298209465287,3.32624970083746,3.96809075204526,3.4944156103975,4.11603199344711,3.75381844317354,4.31034012061215,2.69821847822441,4.86393845042397,3.47118746038699,3.9560566524124,2.32768736417605,3.85099939471647,3.48542682717024,3.76871365703049,2.53106949272595,2.94673086014031,3.62527048937469,3.8073549220576,3.29865831556452,3.8923910259134,3.23266075679027,4.29425313644451,3.10768786931437,2.78868571061353,2.90881290773955,3.58014548442338,3.5385381636298,3.95326523901484,3.94110631094643,3.85199883711245,3.32192809488736,3.96532254836725,4.17392693199981,4.44095219802964,4.33628338786443,3.5981269599196,4.13257684267001,4.49249415167943,4.3110671022556,2.23266075679027,3.03386345186628,4.30451104180995,3.98913900736823,4.33628338786443,2.33342373372519,4.44294349584873,5.00225245173138,3.41142624572647,2.33913738491959,4.20554891117303,2.69821847822441,2.17312743348066,4.67072705449947,3.26303440583379,2.92409988564074,3.19377174339668,4.07980475463526,3.31903981556254,3.71149490665009,3.67807190511264,3.36036427654347,3.67355642399014,2.21412480535285,3.37989816352469,2.0071955014042,3.47118746038699,3.27798474729977,2.20789285164133,3.73876783680019,2.82781902461732,3.39780296186249,3.88264304936184,4.21179097625254,3.15055967657538,3.43562859405209,4.25247621413522,2.52105073690096,3.97361127551947,3.4867143730307,3.07210580048042,4.10433665981474,3.56437816856506,3.64500988439109,1.68706068833989,3.26603689399532,2.9429835981871,3.91552090075196
