"","Region","count","Group","Pvalue"
"1","CFS",53,"Observed",3.32029136076151e-06
"2","CFS",18.99,"Expected",3.32029136076151e-06
"3","RFS",0,"Observed",0.105674024011668
"4","RFS",4.34,"Expected",0.105674024011668
"5","NFR",26,"Observed",0.00804301821102704
"6","NFR",45.8,"Expected",0.00804301821102704
"7","Rest",41,"Observed",0.239343180625173
"8","Rest",50.86,"Expected",0.239343180625173
